lat,long,api,guid,perm_date,county,perm_date_1,status,operator,well_name
40.6727879,-81.0251901,"[""34019220730100"", ""34019220730100"", ""34019221400000"", ""34019221110000""]",773427dfca4b4afbaeb308be022e3595,,Carroll,,,,
40.68151268,-80.92522848,"[""34019220740000"", ""34019220740000"", ""34019221030000"", ""34019221180000"", ""34019221040000""]",6dd0d8ae208442b190098fafddac6e90,,Carroll,,,,
40.60201623,-81.00088324,"[""34019220750000"", ""34019220750000"", ""34019221240000"", ""34019221250000"", ""34019221230000"", ""34019221510000"", ""34019221530000""]",599663f004b5417a96c2034e14ba2757,,Carroll,,,,
40.60599277,-81.0224792,"[""34019220760100"", ""34019220760100"", ""34019221060000"", ""34019223020000"", ""34019221680000"", ""34019221070000"", ""34019223010000""]",2468ee67bfb742a6aa79f7cc41ffe2c7,,Carroll,,,,
40.5638235,-81.12962905,"[""34019220790000"", ""34019220790000"", ""34019220850000"", ""34019222930000"", ""34019221370000"", ""34019221100000"", ""34019222920000"", ""34019222910000""]",c62093c5de89480e90808405a73c0419,,Carroll,,,,
40.5777097,-81.0530082,"[""34019220810100"", ""34019220810100""]",c35380d036ac4d4b9e0c7002de2a2bf2,,Carroll,,,,
40.71975973,-81.03505785,"[""34019220820100"", ""34019220820100"", ""34019221090000"", ""34019221080000""]",603735c5b25b4a2783ff83622c67c3fb,,Carroll,,,,
40.7139268,-80.9613731,"[""34019220840100"", ""34019220840100""]",cebc007e9f8f4c749bf6cfe8a36a342f,,Carroll,,,,
40.531722,-81.0256461,"[""34019220880000"", ""34019220880000""]",f8a8e5631f214a3a903cf393e20bf9c8,,Carroll,,,,
40.53637627,-80.97316457,"[""34019220890100"", ""34019220890100"", ""34019225400000"", ""34019221020000"", ""34019225500000"", ""34019225510000""]",9e01d9a150ea4d369cf1e3eba5e6b2c3,,Carroll,,,,
40.5510599,-80.929966,"[""34019220900100"", ""34019220900100"", ""34019221690000""]",2870e7fb1fd14b25a5326dcde433ba7d,,Carroll,,,,
40.61091724,-81.04027468,"[""34019220910000"", ""34019220910000"", ""34019223350000"", ""34019223360000"", ""34019224480000"", ""34019223330000"", ""34019223370000"", ""34019223380000""]",e55fdbc9cd6b4abf8f84835575e1df94,,Carroll,,,,
40.53307172,-81.02660025,"[""34019220920000"", ""34019220920000"", ""34019224850000"", ""34019220950000"", ""34019224840000"", ""34019224870000""]",a56b159ddd564a16a1aaf86374158108,,Carroll,,,,
40.51000726,-81.02928005,"[""34019220960000"", ""34019220960000"", ""34019224910000"", ""34019221000000"", ""34019224900000"", ""34019220990000"", ""34019224570000"", ""34019224580000""]",c1bedda5a6bb48169cd035fa9364be1d,,Carroll,,,,
40.53106305,-81.01398297,"[""34019220970000"", ""34019220970000"", ""34019220980000"", ""34019221050000""]",1e0daf453b0c44bd968883b41901f29c,,Carroll,,,,
40.5371407,-80.9739386,"[""34019221010000"", ""34019221010000""]",cfcf68b7f3604664b66efb9c06d6b58d,,Carroll,,,,
40.6454353,-80.95990542,"[""34019221120000"", ""34019221120000"", ""34019223340000"", ""34019223390000"", ""34019222430000""]",d9d734ca7e8b4aaabc426d52c5c1a2db,,Carroll,,,,
40.46548387,-81.04189413,"[""34019221130000"", ""34019221130000"", ""34019221920000"", ""34019222070000"", ""34019222010000"", ""34019222020000"", ""34019221190100""]",086507ab56a14122b9b321d7dab2d877,,Carroll,,,,
40.44855464,-81.06073014,"[""34019221170000"", ""34019221170000"", ""34019222350000"", ""34019221930000"", ""34019221940000"", ""34019222330000"", ""34019222320000"", ""34019222340000"", ""34019222000000""]",123c7c4369ec4c0c9893335c0c7caccd,,Carroll,,,,
40.68207957,-80.93883387,"[""34019221210000"", ""34019221210000"", ""34019223420000""]",2b64108cbaa74280959bc07118616b96,,Carroll,,,,
40.4714231,-81.05956206,"[""34019221220000"", ""34019221220000"", ""34019224080000"", ""34019224100000"", ""34019223920000"", ""34019223930000"", ""34019223940000""]",2243805f55f542339f2dc5dc5c6d1c99,,Carroll,,,,
40.68597665,-81.00461558,"[""34019221260000"", ""34019221260000"", ""34019221710000"", ""34019225860000"", ""34019221270000"", ""34019223910000"", ""34019221280000"", ""34019225850000""]",811a5aa0d83249dd993a2d6fd38fe736,,Carroll,,,,
40.62858685,-80.9896578,"[""34019221310100"", ""34019221310100"", ""34019224110000"", ""34019224120000""]",b044d16730c14271a62ede4b661b0e1e,,Carroll,,,,
40.6413926,-81.051704,"[""34019221320100"", ""34019221320100""]",83939a4ebeb44233b12d564b1b39f870,,Carroll,,,,
40.6382757,-81.04808297,"[""34019221330100"", ""34019221330100"", ""34019222440000""]",ec779415a0d94a319c4a911adcd3a2b8,,Carroll,,,,
40.44140043,-80.96967959,"[""34019221340000"", ""34019221340000"", ""34019221340100"", ""34019221380100"", ""34019225550000"", ""34019225570000"", ""34019221480000"", ""34019225560000""]",e78ce563b01c4d7db7f87bfa3b3a30f7,,Carroll,,,,
40.51924233,-80.97037819,"[""34019221350000"", ""34019221350000"", ""34019222130000"", ""34019221440000"", ""34019221950000"", ""34019221980000"", ""34019222030000""]",86075c43cbeb40afa221612224921375,,Carroll,,,,
40.50237619,-81.00220794,"[""34019221360000"", ""34019221360000"", ""34019223950000"", ""34019221390100"", ""34019223970000"", ""34019223960000"", ""34019221610000""]",880b7cfc3f4b4d03829b461292d2ff33,,Carroll,,,,
40.44070386,-81.03754326,"[""34019221420000"", ""34019221420000"", ""34019221750000"", ""34019221840000"", ""34019222150000"", ""34019221850000"", ""34019221830000""]",2b7f17ff89984bfd80c0c0bccfbb87aa,,Carroll,,,,
40.5442563,-81.0078073,"[""34019221430000"", ""34019221430000""]",9d4bdbe4459f47b590efeb29820b5abb,,Carroll,,,,
40.62775843,-80.89539003,"[""34019221450000"", ""34019221450000"", ""34019221630100""]",599995985b9a4eb99c3ba88522a00bdd,,Carroll,,,,
40.64127037,-80.9699873,"[""34019221460000"", ""34019221460000"", ""34019221700000""]",3f58780526e34265b5d74a974e446b19,,Carroll,,,,
40.5359417,-81.1408279,"[""34019221470000"", ""34019221470000"", ""34019221470100""]",ad4d239c8fbc48559935767076450e35,,Carroll,,,,
40.48518351,-80.96345867,"[""34019221500000"", ""34019221500000"", ""34019221990000"", ""34019222040000"", ""34019222050000"", ""34019221820000"", ""34019221810000""]",1f0a303ac3cb42ffa416c8b3f24a9fa8,,Carroll,,,,
40.45942151,-81.00907664,"[""34019221570000"", ""34019221570000"", ""34019222610000"", ""34019221580000"", ""34019222630000"", ""34019221590000"", ""34019222620000""]",408d2f81fd8c4db6995979439bc514c9,,Carroll,,,,
40.45025286,-81.01557559,"[""34019221600000"", ""34019221600000"", ""34019221880000"", ""34019222420000"", ""34019221790000"", ""34019222060000"", ""34019222390000""]",3081eef101ed44d2a1f8eabbde962a8f,,Carroll,,,,
40.44954109,-80.9613212,"[""34019221620000"", ""34019221620000"", ""34019225420000"", ""34019221800000"", ""34019225490000"", ""34019225410000"", ""34019222230000""]",3440e4e71e444fb8b3a6884102552a4e,,Carroll,,,,
40.52971673,-81.12839591,"[""34019221640000"", ""34019221640000"", ""34019221760000"", ""34019221650000"", ""34019221770000"", ""34019222380000"", ""34019221720000""]",8b54daaf33684fa0b9c0ea48d28fea81,,Carroll,,,,
40.6424053,-80.89599493,"[""34019221660000"", ""34019221660000"", ""34019224730000""]",d8e7e1dce46642a4bbacb805050ff6d7,,Carroll,,,,
40.47183133,-80.9928166,"[""34019221730000"", ""34019221730000"", ""34019222190000"", ""34019222220000"", ""34019222170000"", ""34019222180000""]",c33249ea3cf44327b4f9bf93a85d7bd9,,Carroll,,,,
40.71615913,-80.95915533,"[""34019221740000"", ""34019221740000"", ""34019223320000""]",8516deadd651489fab4173eb3ddaf76d,,Carroll,,,,
40.4389216,-80.97964085,"[""34019221870000"", ""34019221870000"", ""34019222080000"", ""34019222090000"", ""34019222100000"", ""34019221890000""]",28a5726528184069a2509c37273dd467,,Carroll,,,,
40.5005271,-81.10501988,"[""34019221910000"", ""34019221910000"", ""34019222480000"", ""34019222580000"", ""34019222890000""]",e2af31c3de894a85a8d6333e061de18e,,Carroll,,,,
40.6021339,-81.1035337,"[""34019221960100"", ""34019221960100""]",c722cc3abf384624a7f6eae484edefda,,Carroll,,,,
40.71346963,-80.94391717,"[""34019222110000"", ""34019222110000"", ""34019222530000""]",f61a0c04c24f4c62bbb783b1a521b05d,,Carroll,,,,
40.62238136,-80.90576844,"[""34019222120100"", ""34019222120100"", ""34019225880000"", ""34019222460000"", ""34019225870000""]",af9a9f76ab4d48d8992a2a793c1c7112,,Carroll,,,,
40.4390064,-80.9752627,"[""34019222160000"", ""34019222160000""]",60d7c8b6080b4dfbb5801b888ce63aeb,,Carroll,,,,
40.713489,-81.00483526,"[""34019222200000"", ""34019222200000"", ""34019222450000"", ""34019222210000"", ""34019222470000""]",ad4e82bd6d6a40bf92ea8b1d07aa00bd,,Carroll,,,,
40.49770643,-81.07964794,"[""34019222250000"", ""34019222250000"", ""34019222280000"", ""34019222260000"", ""34019222270000"", ""34019222300000"", ""34019222290000""]",6f8e95f64f564d298576702295e177f8,,Carroll,,,,
40.44080903,-81.02293139,"[""34019222360000"", ""34019222360000"", ""34019222410000"", ""34019222660000"", ""34019222650000"", ""34019222400000"", ""34019222640000""]",45eacac4b3724c8a9a3033655795b22b,,Carroll,,,,
40.47690021,-80.98419607,"[""34019222370000"", ""34019222370000"", ""34019222500000"", ""34019222690000"", ""34019222680000"", ""34019222670000"", ""34019222700000""]",dcec088615a84940945d52f323d2311a,,Carroll,,,,
40.71402688,-80.93335057,"[""34019222490000"", ""34019222490000"", ""34019225950000"", ""34019222540000""]",1d2776c486f94557bae7879356c7c22e,,Carroll,,,,
40.58064733,-80.99046233,"[""34019222510000"", ""34019222510000"", ""34019222520000"", ""34019222860000""]",a4d9c19423624ec3a4ead0f1cd7dd571,,Carroll,,,,
40.46947671,-81.00543061,"[""34019222550000"", ""34019222550000"", ""34019224460000"", ""34019222560000"", ""34019224450000"", ""34019222570000"", ""34019224280000""]",e0c6c763e73b46d0b3cf81937991a620,,Carroll,,,,
40.50346094,-80.99161941,"[""34019222590000"", ""34019222590000"", ""34019222820000"", ""34019222830000"", ""34019222800000"", ""34019222790000"", ""34019222810000""]",82d06401eb124fb4b4f4852531e9df54,,Carroll,,,,
40.57366715,-80.97200507,"[""34019222600000"", ""34019222600000"", ""34019223040000"", ""34019222900000""]",69276bb4a9c94b4b9ff313d128b8a1ba,,Carroll,,,,
40.47341739,-80.96971801,"[""34019222720000"", ""34019222720000"", ""34019222740000"", ""34019222780000"", ""34019222750000"", ""34019222760000"", ""34019222730000""]",ae86926ce6cd435380b9daaba863ed45,,Carroll,,,,
40.71907567,-80.9954571,"[""34019222770000"", ""34019222770000"", ""34019223310000""]",a4614100c15e413bb0a011d4afaa738d,,Carroll,,,,
40.63021407,-81.0504307,"[""34019222840000"", ""34019222840000"", ""34019222850000""]",245078fc16fa48e78305b70a79972d0d,,Carroll,,,,
40.7144207,-80.9775259,"[""34019222870000"", ""34019222870000"", ""34019222880000""]",d81b1439868742cd9f48c329023aae23,,Carroll,,,,
40.55402602,-81.1347107,"[""34019222940000"", ""34019222940000"", ""34019223480000"", ""34019223400000"", ""34019223410000""]",24a545fdd6c14e88b8d2e6e4130089dd,,Carroll,,,,
40.53059981,-81.07674654,"[""34019222950000"", ""34019222950000"", ""34019222990000"", ""34019222970000"", ""34019222980000"", ""34019222960000"", ""34019223000000""]",12536fa21cf64a23ac00db4e962c1dbe,,Carroll,,,,
40.5110294,-80.9257643,"[""34019223190000"", ""34019223190000""]",b69c4fd1ca234ad7b76eec7676985310,,Carroll,,,,
40.4706379,-80.9501454,"[""34019223210000"", ""34019223210000""]",5a2a841e388641f2a90dcdfef2089af7,,Carroll,,,,
40.61933818,-80.93724012,"[""34019223230000"", ""34019223230000"", ""34019223250000"", ""34019223260000""]",372674b0c3d64672b96ac30156bd50c7,,Carroll,,,,
40.44174495,-80.9941355,"[""34019223280000"", ""34019223280000"", ""34019223290000"", ""34019223300000""]",e344552886db4fb1ba8e7b9d7f0062ab,,Carroll,,,,
40.67164073,-80.98343553,"[""34019223490000"", ""34019223490000"", ""34019223680000""]",ee3f5bd8c26647e4be1ec12c5c96a1b6,,Carroll,,,,
40.517017,-80.98472786,"[""34019223500000"", ""34019223500000"", ""34019223510000"", ""34019223550000"", ""34019223520000"", ""34019223540000"", ""34019223570000"", ""34019223530000""]",b08c2d6bf91543f8b797689518285154,,Carroll,,,,
40.59074223,-80.9369622,"[""34019223720000"", ""34019223720000"", ""34019224560000""]",efa34b4ea8774f01b5744723be4f345b,,Carroll,,,,
40.47713067,-81.07711952,"[""34019223730000"", ""34019223730000"", ""34019224720000"", ""34019225100000"", ""34019224780000"", ""34019224770000""]",75505e3080fc4fcdad720d30f32143f0,,Carroll,,,,
40.64727842,-80.94822688,"[""34019223740000"", ""34019223740000"", ""34019223750000"", ""34019223760000"", ""34019223790000""]",c455a116bee2486abafae64ffa8234a4,,Carroll,,,,
40.5539342,-80.9448179,"[""34019223800000"", ""34019223800000""]",4aa626a75a654366a0ee3b4b0e46a822,,Carroll,,,,
40.48822123,-80.94034203,"[""34019223890000"", ""34019223890000"", ""34019223900000""]",ffbef3a42de74980b6365b5a12f6071f,,Carroll,,,,
40.49889215,-81.01260302,"[""34019223990000"", ""34019223990000"", ""34019224000000"", ""34019224020000"", ""34019224030000"", ""34019224010000""]",96217233b8844b44836bca377de69fb1,,Carroll,,,,
40.5996828,-80.96953872,"[""34019224040000"", ""34019224040000"", ""34019224170000"", ""34019224140000""]",15f2bf40751c4205bc3b27d1c91e1717,,Carroll,,,,
40.6678513,-80.9906449,"[""34019224050000"", ""34019224050000""]",9b6c441d015045819ad5839fe723f6ab,,Carroll,,,,
40.48353418,-81.03982428,"[""34019224090000"", ""34019224090000"", ""34019224270000"", ""34019224250000"", ""34019224260000""]",e676411bfcfc4da7bf58a62f649ad776,,Carroll,,,,
40.48805237,-80.95099973,"[""34019224180000"", ""34019224180000"", ""34019224470000""]",b1fcfc51d17f47129f6f1b278168afd0,,Carroll,,,,
40.50356493,-81.05204483,"[""34019224190000"", ""34019224190000"", ""34019224220000"", ""34019224890000"", ""34019224230000"", ""34019224200000"", ""34019224240000"", ""34019224880000"", ""34019224210000""]",faf9c66c1ae34e47957319aaa1c6f13c,,Carroll,,,,
40.52074637,-81.0826327,"[""34019224290000"", ""34019224290000"", ""34019224300000"", ""34019224330000"", ""34019224320000"", ""34019224340000"", ""34019224310000""]",785d639a0f864678b02702aedad6c481,,Carroll,,,,
40.6081438,-81.06197617,"[""34019224500100"", ""34019224500100"", ""34019224510000"", ""34019224520000"", ""34019224530000"", ""34019224540000""]",826d1c0c90ca4472ab3d1193ead67702,,Carroll,,,,
40.43518544,-81.06420336,"[""34019224550000"", ""34019224550000"", ""34019225180000"", ""34019224750000"", ""34019225200000"", ""34019224740000"", ""34019225190000""]",ae32847071a442f6ad08cde5d70cc139,,Carroll,,,,
40.6856253,-80.95215623,"[""34019224630000"", ""34019224630000"", ""34019224650000""]",a667174b8b8d4093bca06d2d3475a6e6,,Carroll,,,,
40.6198521,-80.9675322,"[""34019224670000"", ""34019224670000""]",1022c43f2cce4eed8197ab551d8f0a22,,Carroll,,,,
40.65049553,-81.03783795,"[""34019224760000"", ""34019224760000"", ""34019224800000"", ""34019224820000""]",91893f92a1654428b4c4fec47bf05501,,Carroll,,,,
40.60657506,-81.08445573,"[""34019224860100"", ""34019224860100"", ""34019225290000"", ""34019224980000"", ""34019225530000"", ""34019225540000"", ""34019225300000"", ""34019225280000""]",d024b698d25a40ebacb5683c4d5913fc,,Carroll,,,,
40.53938713,-81.04742857,"[""34019224920000"", ""34019224920000"", ""34019224950000"", ""34019224960000""]",10af6882cdc34fc89c30e3e9c1aa31d9,,Carroll,,,,
40.61759983,-80.91782393,"[""34019225040000"", ""34019225040000"", ""34019225060000""]",3cabf80ac6084a678aaa6bf8df4edf64,,Carroll,,,,
40.46619645,-81.0830477,"[""34019225070000"", ""34019225070000"", ""34019225080000"", ""34019225090000""]",87264360239c4f1ba7bd5628adbaec6a,,Carroll,,,,
40.54663044,-80.96594768,"[""34019225210000"", ""34019225210000"", ""34019225220000"", ""34019225270000"", ""34019225240000"", ""34019225250000"", ""34019225230000"", ""34019225260000""]",084c8790e5c446ec9eb741f21363ab99,,Carroll,,,,
40.53762243,-81.05614991,"[""34019225310000"", ""34019225310000"", ""34019225320000"", ""34019225340000"", ""34019225350000"", ""34019225360000"", ""34019225330000""]",6a5c854d9b9541099867000cf89abe47,,Carroll,,,,
40.6698084,-81.0377372,"[""34019225370000"", ""34019225370000"", ""34019225520000""]",a920acd247054ef7a1e04ef7baca1b39,,Carroll,,,,
40.5672307,-81.0584307,"[""34019225390000"", ""34019225390000""]",322bc800a7fc4d7cbd93b06dd95456c2,,Carroll,,,,
40.6616863,-80.93579387,"[""34019225620000"", ""34019225620000"", ""34019225770000"", ""34019225780000""]",e521a8d9c78b4185937e4023fcbed3ac,,Carroll,,,,
40.49568487,-81.05992547,"[""34019225630000"", ""34019225630000"", ""34019225690000"", ""34019225640000"", ""34019225660000"", ""34019225670000"", ""34019225700000"", ""34019225680000"", ""34019225650000""]",53f66f9bf9cf41349216ec8080a00a4d,,Carroll,,,,
40.53382955,-81.06428802,"[""34019225720000"", ""34019225720000"", ""34019225740000"", ""34019225750000"", ""34019225760000"", ""34019225730000""]",5b538e76fc7546db96969836472e70bd,,Carroll,,,,
40.6851172,-80.97905864,"[""34019225890000"", ""34019225890000"", ""34019225920000"", ""34019225900000"", ""34019225910000""]",bb0fa1cc5a7f4799abdf46a6d60ab9fb,,Carroll,,,,
40.59404797,-80.9249725,"[""34019225930000"", ""34019225930000"", ""34019225940000""]",a25d197e4b7e4078ac6add8c0ad27495,,Carroll,,,,
40.67970447,-81.01456523,"[""34019225960000"", ""34019225960000"", ""34019225970000""]",1df8ac2315a24683b06471cd7af2018b,,Carroll,,,,
40.49664575,-81.02975999,"[""34019225990000"", ""34019225990000"", ""34019226000000"", ""34019226040000"", ""34019226030000"", ""34019226020000"", ""34019226050000"", ""34019226010000""]",42da677fc48b4a618387ed5b14de7fae,,Carroll,,,,
40.65503077,-80.89190507,"[""34029216960000"", ""34029216960000"", ""34029218200000""]",46a5ab7890ff4ba4b94aa186027ead50,,Columbiana,,,,
40.74450745,-81.014219,"[""34029216970100"", ""34029216970100"", ""34029217020000"", ""34029217010000""]",ac803c8b6e8243029b1550c489ec12db,,Columbiana,,,,
40.77973266,-80.94036728,"[""34029216990100"", ""34029216990100"", ""34029217390000"", ""34029217360000"", ""34029217340000""]",4d8a4b85933641feaf3fb2772852535b,,Columbiana,,,,
40.75051006,-80.86453656,"[""34029217000100"", ""34029217000100"", ""34029217190100"", ""34029217310000"", ""34029217280000""]",c424fc8d7765403ea51f7eb16388c0e0,,Columbiana,,,,
40.68485583,-80.86348028,"[""34029217050100"", ""34029217050100"", ""34029217110000"", ""34029217100000""]",e3d7d00316724eb09cdb3e14a74f5751,,Columbiana,,,,
40.73833033,-80.86846267,"[""34029217080000"", ""34029217080000"", ""34029217150000""]",b9723c329b9743efaf4bcb4dbf5926c1,,Columbiana,,,,
40.73226613,-80.90437447,"[""34029217120000"", ""34029217120000"", ""34029217200000""]",8a8b6b217bd442ab9de782301df01eb9,,Columbiana,,,,
40.8728208,-80.7406757,"[""34029217210100"", ""34029217210100""]",97d86d9c4cdd4cdebcea7528a151f560,,Columbiana,,,,
40.7537257,-80.9923546,"[""34029217230000"", ""34029217230000""]",a3a34eaebfba4fbf8ed6f4ba13038067,,Columbiana,,,,
40.79228788,-80.90990213,"[""34029217290100"", ""34029217290100"", ""34029217320000"", ""34029218040100""]",92aaf6165825448d8d5df3ea9a7a4854,,Columbiana,,,,
40.8095677,-80.7382939,"[""34029217300100"", ""34029217300100""]",17ffe3b7336b4865976bc9fee2156cb0,,Columbiana,,,,
40.7643132,-80.839043,"[""34029217350000"", ""34029217350000""]",99875d6b58444374b3fc831b7e07057e,,Columbiana,,,,
40.8471089,-80.8117614,"[""34029217370000"", ""34029217370000""]",45978004043d49dcb741206ef7090bc1,,Columbiana,,,,
40.7473667,-80.8309773,"[""34029217430000"", ""34029217430000""]",44d514bb633149008580e5e71c9c1c8d,,Columbiana,,,,
40.7735222,-80.9503377,"[""34029217440000"", ""34029217440000""]",2703fd06fd6a4e41a149dd4125cac0c2,,Columbiana,,,,
40.855346,-80.7745091,"[""34029217470000"", ""34029217470000""]",dd9b2a7f81424dd5bc25512acf59d756,,Columbiana,,,,
40.8100697,-80.8503974,"[""34029217480000"", ""34029217480000""]",25262be4d35a43a3b28c225556a3fb1a,,Columbiana,,,,
40.825949,-80.8490588,"[""34029217500000"", ""34029217500000""]",f6deeadf7b364fb5963f200a3e342a10,,Columbiana,,,,
40.8326756,-80.8278422,"[""34029217520000"", ""34029217520000"", ""34029217560000""]",1e4cd48d4e264570af40de1ffe93d15c,,Columbiana,,,,
40.71701153,-80.86596697,"[""34029217530000"", ""34029217530000"", ""34029217540000""]",5b7e1539368c472f9a5b7ee9f155aa67,,Columbiana,,,,
40.8607264,-80.74547,"[""34029217570000"", ""34029217570000""]",36cca1bd18b641089fe14ce6dc661d37,,Columbiana,,,,
40.7849046,-80.8202514,"[""34029217590000"", ""34029217590000""]",53895b3777d14b8b8aa0c9b1834025b8,,Columbiana,,,,
40.831985,-80.76847615,"[""34029217630100"", ""34029217630100"", ""34029218260000"", ""34029218270000""]",d904e03f4e864b51b9e46de0a86011c8,,Columbiana,,,,
40.7141923,-80.8944737,"[""34029217650000"", ""34029217650000""]",a063f7ea747c4c22a62ccd7fc5cb98c3,,Columbiana,,,,
40.76138373,-80.85771873,"[""34029217660000"", ""34029217660000"", ""34029217930000""]",f69b2f02d08c4bb883b1dbeeb936fef8,,Columbiana,,,,
40.6841332,-80.87591443,"[""34029217670000"", ""34029217670000"", ""34029217800000""]",8c08c3831607489891c0b338639f7de0,,Columbiana,,,,
40.7077492,-80.9023497,"[""34029217730000"", ""34029217730000""]",28cd693bcc294b009dd7f4d1f40c487b,,Columbiana,,,,
40.67274835,-80.88405408,"[""34029217740000"", ""34029217740000"", ""34029217790000"", ""34029217750000""]",e9847804d67f4cd78faa972e11cfd060,,Columbiana,,,,
40.6506025,-80.8436995,"[""34029217890000"", ""34029217890000""]",14a20e86486c472baa2ea901a1645841,,Columbiana,,,,
40.6945348,-80.8582101,"[""34029217940000"", ""34029217940000""]",7ed783d5bbeb4a66a40b2016de387eeb,,Columbiana,,,,
40.8914196,-80.795958,"[""34029217990000"", ""34029217990000""]",612e13d5c2094d8ca532e3a5e392f1c8,,Columbiana,,,,
40.74889513,-80.90237647,"[""34029218050000"", ""34029218050000"", ""34029218230000"", ""34029218170000""]",de7054b2e3cf424f830aa0b5c8d6c074,,Columbiana,,,,
40.7054427,-80.8405091,"[""34029218120000"", ""34029218120000""]",952f4dae61384420a7ea70fab54316ac,,Columbiana,,,,
40.68514489,-80.9153668,"[""34029218130000"", ""34029218130000"", ""34029218160000"", ""34029218380000"", ""34029218150000"", ""34029218390000"", ""34029218140000""]",18fc7d504cc1412aa2ae77852e400d89,,Columbiana,,,,
40.74711317,-80.88763783,"[""34029218180000"", ""34029218180000"", ""34029218240000""]",b2f30c143da941009dbd2499e4bf8cf7,,Columbiana,,,,
40.7394107,-80.9610924,"[""34029218220000"", ""34029218220000""]",3de598a0b0924ad0afb07a61e5fea8f0,,Columbiana,,,,
40.7783106,-80.89061233,"[""34029218340000"", ""34029218340000"", ""34029218370000"", ""34029218350000""]",fce0c768378f444e87efb02bb3265a4d,,Columbiana,,,,
40.82166263,-80.872646,"[""34029218440000"", ""34029218440000"", ""34029218460000"", ""34029218450000""]",fe615c46610f499796887208433c7ac1,,Columbiana,,,,
40.745385,-80.9406032,"[""34029218470000"", ""34029218470000""]",c9ab455c9aa04c98a7b74bd4aa7a0948,,Columbiana,,,,
40.41768835,-81.05253645,"[""34067211080000"", ""34067211080000"", ""34067212180000"", ""34067212200000""]",930a5842255347da8b851fc23ad24d0b,,Harrison,,,,
40.52063948,-80.91696538,"[""34081205140000"", ""34081205140000"", ""34081205250000"", ""34081205200000""]",93411b2a86894f569ff1ab722f2c1e18,,Jefferson,,,,
40.6815374,-80.9252264,"[""34019220860100"", ""34019220860100""]",b58d1b59c12d40d995c7074ba17ceffe,,Carroll,,,,
