WKT,X,Y,longitude,latitude,county
"POINT (-78.793722463834399 41.21694718359565)",-78.7937220000,41.2169471000,-78.7937220000,41.2169471000,Jefferson
"POINT (-76.261012232940359 41.947789087634717)",-76.2610120000,41.9477890000,-76.2610120000,41.9477890000,Bradford
"POINT (-80.134706980455576 39.913966319568345)",-80.1347060000,39.9139663000,-80.1347060000,39.9139663000,Greene
"POINT (-80.095389985645639 39.960431420075984)",-80.0953890000,39.9604314000,-80.0953890000,39.9604314000,Greene
"POINT (-80.077706970317351 39.972602970676981)",-80.0777060000,39.9726029000,-80.0777060000,39.9726029000,Greene
"POINT (-78.479052197742789 40.839996859125471)",-78.4790520000,40.8399968000,-78.4790520000,40.8399968000,Clearfield
"POINT (-78.479320061621294 40.839868449529611)",-78.4793200000,40.8398684000,-78.4793200000,40.8398684000,Clearfield
"POINT (-80.497712632902761 40.749461517305271)",-80.4977120000,40.7494615000,-80.4977120000,40.7494615000,Beaver
"POINT (-78.920077625018138 41.267097466493041)",-78.9200770000,41.2670974000,-78.9200770000,41.2670974000,Jefferson
"POINT (-78.920112197276339 41.267691205858661)",-78.9201120000,41.2676912000,-78.9201120000,41.2676912000,Jefferson
"POINT (-76.226351 41.60075)",-76.2263510000,41.6007500000,-76.2263510000,41.6007500000,Bradford
"POINT (-80.277676905876604 39.910610443599417)",-80.2776760000,39.9106104000,-80.2776760000,39.9106104000,Greene
"POINT (-80.303978 39.914975)",-80.3039780000,39.9149750000,-80.3039780000,39.9149750000,Greene
"POINT (-80.265124097454361 39.938523407827475)",-80.2651240000,39.9385234000,-80.2651240000,39.9385234000,Greene
"POINT (-80.264438 39.945599)",-80.2644380000,39.9455990000,-80.2644380000,39.9455990000,Greene
"POINT (-80.194468543312865 39.981006238816889)",-80.1944680000,39.9810062000,-80.1944680000,39.9810062000,Greene
"POINT (-80.477984653772609 39.817225907099143)",-80.4779840000,39.8172259000,-80.4779840000,39.8172259000,Greene
"POINT (-80.068929208101267 39.97955270661668)",-80.0689290000,39.9795527000,-80.0689290000,39.9795527000,Greene
"POINT (-80.005673774592111 39.815346768659289)",-80.0056730000,39.8153467000,-80.0056730000,39.8153467000,Greene
"POINT (-78.408665764804937 41.112768933633504)",-78.4086650000,41.1127689000,-78.4086650000,41.1127689000,Clearfield
"POINT (-78.402325384117802 41.11028425590851)",-78.4023250000,41.1102842000,-78.4023250000,41.1102842000,Clearfield
"POINT (-78.497282863482312 41.678042451915701)",-78.4972820000,41.6780424000,-78.4972820000,41.6780424000,Mckean
"POINT (-79.845921899431033 40.823165881253182)",-79.8459210000,40.8231658000,-79.8459210000,40.8231658000,Butler
"POINT (-78.847233135902599 40.974639579866782)",-78.8472330000,40.9746395000,-78.8472330000,40.9746395000,Jefferson
"POINT (-80.304166217990698 39.915168721518178)",-80.3041660000,39.9151687000,-80.3041660000,39.9151687000,Greene
"POINT (-80.302684018104017 39.918208542132774)",-80.3026840000,39.9182085000,-80.3026840000,39.9182085000,Greene
"POINT (-80.29326985926339 39.937185495592537)",-80.2932690000,39.9371854000,-80.2932690000,39.9371854000,Greene
"POINT (-80.336256832152529 39.926678223175522)",-80.3362560000,39.9266782000,-80.3362560000,39.9266782000,Greene
"POINT (-80.395677811862654 39.923480108979113)",-80.3956770000,39.9234801000,-80.3956770000,39.9234801000,Greene
"POINT (-80.337258753021985 39.929021493533178)",-80.3372580000,39.9290214000,-80.3372580000,39.9290214000,Greene
"POINT (-79.864801203036251 40.718678043664518)",-79.8648010000,40.7186780000,-79.8648010000,40.7186780000,Butler
"POINT (-78.8605720781771 40.996968020304138)",-78.8605720000,40.9969680000,-78.8605720000,40.9969680000,Jefferson
"POINT (-79.956785 39.947289)",-79.9567850000,39.9472890000,-79.9567850000,39.9472890000,Greene
"POINT (-79.956159 39.947006)",-79.9561590000,39.9470060000,-79.9561590000,39.9470060000,Greene
"POINT (-80.15856291438412 39.924475473239944)",-80.1585620000,39.9244754000,-80.1585620000,39.9244754000,Greene
"POINT (-79.999241950182878 40.777344197273067)",-79.9992410000,40.7773441000,-79.9992410000,40.7773441000,Butler
"POINT (-78.49491939627859 41.707997334860174)",-78.4949190000,41.7079973000,-78.4949190000,41.7079973000,Mckean
"POINT (-78.716917500000022 41.49259)",-78.7169170000,41.4925900000,-78.7169170000,41.4925900000,Elk
"POINT (-80.237815672857195 39.943144031463561)",-80.2378150000,39.9431440000,-80.2378150000,39.9431440000,Greene
"POINT (-80.2385765 39.9445495)",-80.2385760000,39.9445495000,-80.2385760000,39.9445495000,Greene
"POINT (-80.218924626892559 39.920754738574701)",-80.2189240000,39.9207547000,-80.2189240000,39.9207547000,Greene
"POINT (-80.21788689067256 39.923658189218401)",-80.2178860000,39.9236581000,-80.2178860000,39.9236581000,Greene
"POINT (-80.382157 39.879217)",-80.3821570000,39.8792170000,-80.3821570000,39.8792170000,Greene
"POINT (-79.19681257487845 41.071238803124182)",-79.1968120000,41.0712388000,-79.1968120000,41.0712388000,Jefferson
"POINT (-79.196817080582932 41.071809926431712)",-79.1968170000,41.0718099000,-79.1968170000,41.0718099000,Jefferson
"POINT (-79.968341053315598 40.796027083540011)",-79.9683410000,40.7960270000,-79.9683410000,40.7960270000,Butler
"POINT (-79.892953041636332 40.734181112009374)",-79.8929530000,40.7341811000,-79.8929530000,40.7341811000,Butler
"POINT (-79.979454159951615 40.806637991420544)",-79.9794540000,40.8066379000,-79.9794540000,40.8066379000,Butler
"POINT (-80.0939 39.97826)",-80.0939000000,39.9782600000,-80.0939000000,39.9782600000,Greene
"POINT (-80.038681077830503 39.853048238618236)",-80.0386810000,39.8530482000,-80.0386810000,39.8530482000,Greene
"POINT (-80.039024141071451 39.85353118667549)",-80.0390240000,39.8535311000,-80.0390240000,39.8535311000,Greene
"POINT (-79.996589 39.906557)",-79.9965890000,39.9065570000,-79.9965890000,39.9065570000,Greene
"POINT (-80.014797366168693 39.872914503515354)",-80.0147970000,39.8729145000,-80.0147970000,39.8729145000,Greene
"POINT (-80.015603281265371 39.87300834600493)",-80.0156030000,39.8730083000,-80.0156030000,39.8730083000,Greene
"POINT (-80.010327165476156 39.869326863198388)",-80.0103270000,39.8693268000,-80.0103270000,39.8693268000,Greene
"POINT (-79.9800235 39.723277)",-79.9800230000,39.7232770000,-79.9800230000,39.7232770000,Greene
"POINT (-79.750489 40.882412)",-79.7504890000,40.8824120000,-79.7504890000,40.8824120000,Butler
"POINT (-79.959048 39.911473)",-79.9590480000,39.9114730000,-79.9590480000,39.9114730000,Greene
"POINT (-80.030622 39.784498)",-80.0306220000,39.7844980000,-80.0306220000,39.7844980000,Greene
"POINT (-80.008366 39.919515)",-80.0083660000,39.9195150000,-80.0083660000,39.9195150000,Greene
"POINT (-79.997557 39.726773)",-79.9975570000,39.7267730000,-79.9975570000,39.7267730000,Greene
"POINT (-79.997524 39.727154)",-79.9975240000,39.7271540000,-79.9975240000,39.7271540000,Greene
"POINT (-80.04950761611876 39.838273734468821)",-80.0495070000,39.8382737000,-80.0495070000,39.8382737000,Greene
"POINT (-79.965164868384562 39.870069355126873)",-79.9651640000,39.8700693000,-79.9651640000,39.8700693000,Greene
"POINT (-78.29923129343257 41.637068326819552)",-78.2992310000,41.6370683000,-78.2992310000,41.6370683000,Mckean
"POINT (-78.816636792433599 41.025425026251988)",-78.8166360000,41.0254250000,-78.8166360000,41.0254250000,Jefferson
"POINT (-78.817477542260093 41.025462154460214)",-78.8174770000,41.0254621000,-78.8174770000,41.0254621000,Jefferson
"POINT (-80.403246 40.685735)",-80.4032460000,40.6857350000,-80.4032460000,40.6857350000,Beaver
"POINT (-80.445512617406777 40.654680589320598)",-80.4455120000,40.6546805000,-80.4455120000,40.6546805000,Beaver
"POINT (-78.255390435823202 41.674058201693448)",-78.2553900000,41.6740582000,-78.2553900000,41.6740582000,Mckean
"POINT (-78.858242608733406 40.95532772523606)",-78.8582420000,40.9553277000,-78.8582420000,40.9553277000,Jefferson
"POINT (-78.856582500000016 40.955117)",-78.8565820000,40.9551170000,-78.8565820000,40.9551170000,Jefferson
"POINT (-78.714523342287066 41.625058079119945)",-78.7145230000,41.6250580000,-78.7145230000,41.6250580000,Elk
"POINT (-78.626018500000015 41.685904)",-78.6260180000,41.6859040000,-78.6260180000,41.6859040000,Mckean
"POINT (-79.887547427957529 40.828636629364098)",-79.8875470000,40.8286366000,-79.8875470000,40.8286366000,Butler
"POINT (-80.079366668928358 40.871187761481053)",-80.0793660000,40.8711877000,-80.0793660000,40.8711877000,Butler
"POINT (-78.375022708246888 41.72084811356104)",-78.3750220000,41.7208481000,-78.3750220000,41.7208481000,Mckean
"POINT (-78.859726523549909 40.611332671361623)",-78.8597260000,40.6113326000,-78.8597260000,40.6113326000,Indiana
"POINT (-76.222292793972144 41.795045272881907)",-76.2222920000,41.7950452000,-76.2222920000,41.7950452000,Bradford
"POINT (-76.2256 41.794341)",-76.2256000000,41.7943410000,-76.2256000000,41.7943410000,Bradford
"POINT (-79.018890430355853 41.389178047697037)",-79.0188900000,41.3891780000,-79.0188900000,41.3891780000,Elk
"POINT (-78.613942291794501 41.883151728451701)",-78.6139420000,41.8831517000,-78.6139420000,41.8831517000,Mckean
"POINT (-79.961603085251951 40.819958813482451)",-79.9616030000,40.8199588000,-79.9616030000,40.8199588000,Butler
"POINT (-80.02816539586955 40.802632774182918)",-80.0281650000,40.8026327000,-80.0281650000,40.8026327000,Butler
"POINT (-78.902764292244839 41.290783053687775)",-78.9027640000,41.2907830000,-78.9027640000,41.2907830000,Jefferson
"POINT (-78.903525096153601 41.291655429947106)",-78.9035250000,41.2916554000,-78.9035250000,41.2916554000,Jefferson
"POINT (-79.979725 40.80748)",-79.9797250000,40.8074800000,-79.9797250000,40.8074800000,Butler
"POINT (-80.124282701789667 40.873875677982738)",-80.1242820000,40.8738756000,-80.1242820000,40.8738756000,Butler
"POINT (-79.799804858379687 41.036888100071138)",-79.7998040000,41.0368881000,-79.7998040000,41.0368881000,Butler
"POINT (-79.799573102378318 41.037886430060034)",-79.7995730000,41.0378864000,-79.7995730000,41.0378864000,Butler
"POINT (-76.229702006291078 41.786667364550588)",-76.2297020000,41.7866673000,-76.2297020000,41.7866673000,Bradford
"POINT (-76.231302394593882 41.785897250736959)",-76.2313020000,41.7858972000,-76.2313020000,41.7858972000,Bradford
"POINT (-78.824852809974701 41.585209082057588)",-78.8248520000,41.5852090000,-78.8248520000,41.5852090000,Elk
"POINT (-76.231112194745847 41.577752580792215)",-76.2311120000,41.5777525000,-76.2311120000,41.5777525000,Bradford
"POINT (-78.68574940141562 41.21562026570281)",-78.6857490000,41.2156202000,-78.6857490000,41.2156202000,Elk
"POINT (-79.564118326379415 40.493360093300403)",-79.5641180000,40.4933600000,-79.5641180000,40.4933600000,Westmoreland
"POINT (-79.873392775810601 40.81445067037901)",-79.8733920000,40.8144506000,-79.8733920000,40.8144506000,Butler
"POINT (-76.842228071551872 41.695444533947203)",-76.8422280000,41.6954445000,-76.8422280000,41.6954445000,Bradford
"POINT (-76.841348641288249 41.695955494564686)",-76.8413480000,41.6959554000,-76.8413480000,41.6959554000,Bradford
"POINT (-78.922746956516306 41.476024532219455)",-78.9227460000,41.4760245000,-78.9227460000,41.4760245000,Elk
"POINT (-76.888948292726553 41.909955564095348)",-76.8889480000,41.9099555000,-76.8889480000,41.9099555000,Bradford
"POINT (-76.225916983372173 41.816551314327448)",-76.2259160000,41.8165513000,-76.2259160000,41.8165513000,Bradford
"POINT (-76.203466173577937 41.912729335834541)",-76.2034660000,41.9127293000,-76.2034660000,41.9127293000,Bradford
"POINT (-78.454316599128504 41.293148250900366)",-78.4543160000,41.2931482000,-78.4543160000,41.2931482000,Elk
"POINT (-78.452903904924923 41.294083646321226)",-78.4529030000,41.2940836000,-78.4529030000,41.2940836000,Elk
"POINT (-79.720714153278053 40.184215401809631)",-79.7207140000,40.1842154000,-79.7207140000,40.1842154000,Westmoreland
"POINT (-79.722178451559643 40.180871397704493)",-79.7221780000,40.1808713000,-79.7221780000,40.1808713000,Westmoreland
"POINT (-78.421842795332395 41.500036802143789)",-78.4218420000,41.5000368000,-78.4218420000,41.5000368000,Elk
"POINT (-77.904272107078199 41.064881147552761)",-77.9042720000,41.0648811000,-77.9042720000,41.0648811000,Centre
"POINT (-78.763545959343432 41.318536067843873)",-78.7635450000,41.3185360000,-78.7635450000,41.3185360000,Elk
"POINT (-78.763488735511999 41.319207847051288)",-78.7634880000,41.3192078000,-78.7634880000,41.3192078000,Elk
"POINT (-79.779707556581826 40.268754248908913)",-79.7797070000,40.2687542000,-79.7797070000,40.2687542000,Westmoreland
"POINT (-79.777219870653724 40.270091480918992)",-79.7772190000,40.2700914000,-79.7772190000,40.2700914000,Westmoreland
"POINT (-79.742527835701893 40.195595404700008)",-79.7425270000,40.1955954000,-79.7425270000,40.1955954000,Westmoreland
"POINT (-79.742750285960994 40.195182513615805)",-79.7427500000,40.1951825000,-79.7427500000,40.1951825000,Westmoreland
"POINT (-79.705655084499611 40.214157840215869)",-79.7056550000,40.2141578000,-79.7056550000,40.2141578000,Westmoreland
"POINT (-79.705960658304818 40.212947094571661)",-79.7059600000,40.2129470000,-79.7059600000,40.2129470000,Westmoreland
"POINT (-79.186056065066779 40.511969712348446)",-79.1860560000,40.5119697000,-79.1860560000,40.5119697000,Indiana
"POINT (-79.765328440772947 40.28597384027416)",-79.7653280000,40.2859738000,-79.7653280000,40.2859738000,Westmoreland
"POINT (-79.764235535840626 40.286087285364054)",-79.7642350000,40.2860872000,-79.7642350000,40.2860872000,Westmoreland
"POINT (-79.756270749953927 40.266154511893717)",-79.7562700000,40.2661545000,-79.7562700000,40.2661545000,Westmoreland
"POINT (-79.750117316893878 40.266534045977664)",-79.7501170000,40.2665340000,-79.7501170000,40.2665340000,Westmoreland
"POINT (-79.751225193552642 40.266534157610593)",-79.7512250000,40.2665341000,-79.7512250000,40.2665341000,Westmoreland
"POINT (-79.695619006359408 40.222468435146531)",-79.6956190000,40.2224684000,-79.6956190000,40.2224684000,Westmoreland
"POINT (-79.694967653278113 40.223298840756605)",-79.6949670000,40.2232988000,-79.6949670000,40.2232988000,Westmoreland
"POINT (-79.744519616308111 40.22898246668322)",-79.7445190000,40.2289824000,-79.7445190000,40.2289824000,Westmoreland
"POINT (-79.17679096769848 40.307021497616631)",-79.1767900000,40.3070214000,-79.1767900000,40.3070214000,Westmoreland
"POINT (-79.809149068359829 39.967585001970868)",-79.8091490000,39.9675850000,-79.8091490000,39.9675850000,Fayette
"POINT (-79.809523570910343 39.967375849228929)",-79.8095230000,39.9673758000,-79.8095230000,39.9673758000,Fayette
"POINT (-79.658473673387931 41.259026340094415)",-79.6584730000,41.2590263000,-79.6584730000,41.2590263000,Venango
"POINT (-79.659985494329618 41.25905513756085)",-79.6599850000,41.2590551000,-79.6599850000,41.2590551000,Venango
"POINT (-79.610308521308013 40.7177911359841)",-79.6103080000,40.7177911000,-79.6103080000,40.7177911000,Armstrong
"POINT (-79.440693869617263 41.049524910128746)",-79.4406930000,41.0495249000,-79.4406930000,41.0495249000,Clarion
"POINT (-79.76836023176314 40.277913930509257)",-79.7683600000,40.2779139000,-79.7683600000,40.2779139000,Westmoreland
"POINT (-79.764200287223588 40.276283997901011)",-79.7642000000,40.2762839000,-79.7642000000,40.2762839000,Westmoreland
"POINT (-79.764667146279905 40.27545699944752)",-79.7646670000,40.2754569000,-79.7646670000,40.2754569000,Westmoreland
"POINT (-77.965166521107946 41.06044936560626)",-77.9651660000,41.0604493000,-77.9651660000,41.0604493000,Centre
"POINT (-79.827263806674509 40.066119482404005)",-79.8272630000,40.0661194000,-79.8272630000,40.0661194000,Fayette
"POINT (-79.743722624967177 39.946169250828575)",-79.7437220000,39.9461692000,-79.7437220000,39.9461692000,Fayette
"POINT (-79.903803328854366 39.932641414371226)",-79.9038030000,39.9326414000,-79.9038030000,39.9326414000,Fayette
"POINT (-79.772337556258847 40.034890980578894)",-79.7723370000,40.0348909000,-79.7723370000,40.0348909000,Fayette
"POINT (-79.896686644025507 39.933731557238914)",-79.8966860000,39.9337315000,-79.8966860000,39.9337315000,Fayette
"POINT (-76.4574795 41.24947)",-76.4574790000,41.2494700000,-76.4574790000,41.2494700000,Columbia
"POINT (-79.560771682462899 40.508129980923741)",-79.5607710000,40.5081299000,-79.5607710000,40.5081299000,Westmoreland
"POINT (-79.559129342513287 40.507611233438205)",-79.5591290000,40.5076112000,-79.5591290000,40.5076112000,Westmoreland
"POINT (-79.342047689796658 39.787002091040648)",-79.3420470000,39.7870020000,-79.3420470000,39.7870020000,Somerset
"POINT (-77.093088 41.592991)",-77.0930880000,41.5929910000,-77.0930880000,41.5929910000,Tioga
"POINT (-79.732844196920013 40.231254286199018)",-79.7328440000,40.2312542000,-79.7328440000,40.2312542000,Westmoreland
"POINT (-79.546594408860884 40.506680394891688)",-79.5465940000,40.5066803000,-79.5465940000,40.5066803000,Westmoreland
"POINT (-79.305242260639062 40.354212120689027)",-79.3052420000,40.3542121000,-79.3052420000,40.3542121000,Westmoreland
"POINT (-77.999506677859486 41.224915907145402)",-77.9995060000,41.2249159000,-77.9995060000,41.2249159000,Clinton
"POINT (-78.001616528005869 41.225420601492836)",-78.0016160000,41.2254206000,-78.0016160000,41.2254206000,Clinton
"POINT (-79.365499962240065 40.336671740879481)",-79.3654990000,40.3366717000,-79.3654990000,40.3366717000,Westmoreland
"POINT (-79.383003785432166 40.12718855819827)",-79.3830030000,40.1271885000,-79.3830030000,40.1271885000,Westmoreland
"POINT (-79.680153105527566 40.022691753510564)",-79.6801530000,40.0226917000,-79.6801530000,40.0226917000,Fayette
"POINT (-79.753876144452235 40.285369270503871)",-79.7538760000,40.2853692000,-79.7538760000,40.2853692000,Westmoreland
"POINT (-79.287297198124193 40.374485574821392)",-79.2872970000,40.3744855000,-79.2872970000,40.3744855000,Westmoreland
"POINT (-79.289224704914503 40.37592823660372)",-79.2892240000,40.3759282000,-79.2892240000,40.3759282000,Westmoreland
"POINT (-79.799704693918869 39.994106537718707)",-79.7997040000,39.9941065000,-79.7997040000,39.9941065000,Fayette
"POINT (-79.799521600935734 39.994711764148541)",-79.7995210000,39.9947117000,-79.7995210000,39.9947117000,Fayette
"POINT (-76.33952 41.6879775)",-76.3395200000,41.6879775000,-76.3395200000,41.6879775000,Bradford
"POINT (-78.062126181845983 41.02450254059795)",-78.0621260000,41.0245025000,-78.0621260000,41.0245025000,Centre
"POINT (-78.060460054066681 41.023931342053757)",-78.0604600000,41.0239313000,-78.0604600000,41.0239313000,Centre
"POINT (-78.058861490978742 41.023063886892885)",-78.0588610000,41.0230638000,-78.0588610000,41.0230638000,Centre
"POINT (-79.615115493198005 40.849576695703881)",-79.6151150000,40.8495766000,-79.6151150000,40.8495766000,Armstrong
"POINT (-79.61498307765352 40.849040571819643)",-79.6149830000,40.8490405000,-79.6149830000,40.8490405000,Armstrong
"POINT (-79.234600245303042 41.047448278056208)",-79.2346000000,41.0474482000,-79.2346000000,41.0474482000,Clarion
"POINT (-79.235026984055168 41.047780029617023)",-79.2350260000,41.0477800000,-79.2350260000,41.0477800000,Clarion
"POINT (-79.885366545876124 39.91533891558845)",-79.8853660000,39.9153389000,-79.8853660000,39.9153389000,Fayette
"POINT (-79.8844277462116 39.914331183550544)",-79.8844270000,39.9143311000,-79.8844270000,39.9143311000,Fayette
"POINT (-79.882788199804907 39.913237564964021)",-79.8827880000,39.9132375000,-79.8827880000,39.9132375000,Fayette
"POINT (-79.421943039679078 40.452682330861514)",-79.4219430000,40.4526823000,-79.4219430000,40.4526823000,Westmoreland
"POINT (-79.421903235162247 40.451392550592267)",-79.4219030000,40.4513925000,-79.4219030000,40.4513925000,Westmoreland
"POINT (-77.973866269061546 41.247979598545356)",-77.9738660000,41.2479795000,-77.9738660000,41.2479795000,Clinton
"POINT (-78.062980449425751 41.025114780326838)",-78.0629800000,41.0251147000,-78.0629800000,41.0251147000,Centre
"POINT (-79.677599351585002 40.823755897587446)",-79.6775990000,40.8237558000,-79.6775990000,40.8237558000,Armstrong
"POINT (-77.6202675 41.387419)",-77.6202670000,41.3874190000,-77.6202670000,41.3874190000,Clinton
"POINT (-79.438301941300836 39.739512842422677)",-79.4383010000,39.7395128000,-79.4383010000,39.7395128000,Fayette
"POINT (-79.762098868410234 40.126492591773648)",-79.7620980000,40.1264925000,-79.7620980000,40.1264925000,Fayette
"POINT (-79.478899193928044 40.364433428829827)",-79.4788990000,40.3644334000,-79.4788990000,40.3644334000,Westmoreland
"POINT (-79.480984588100227 40.36547007176577)",-79.4809840000,40.3654700000,-79.4809840000,40.3654700000,Westmoreland
"POINT (-79.298947451577632 40.36402009617661)",-79.2989470000,40.3640200000,-79.2989470000,40.3640200000,Westmoreland
"POINT (-79.297681 40.363767)",-79.2976810000,40.3637670000,-79.2976810000,40.3637670000,Westmoreland
"POINT (-79.801758367466988 40.088478672100749)",-79.8017580000,40.0884786000,-79.8017580000,40.0884786000,Fayette
"POINT (-79.801458171754874 40.088153922081233)",-79.8014580000,40.0881539000,-79.8014580000,40.0881539000,Fayette
"POINT (-76.513182500000028 41.7970515)",-76.5131820000,41.7970515000,-76.5131820000,41.7970515000,Bradford
"POINT (-76.879486485329906 41.86317974948593)",-76.8794860000,41.8631797000,-76.8794860000,41.8631797000,Bradford
"POINT (-79.336495778271541 40.332224650620965)",-79.3364950000,40.3322246000,-79.3364950000,40.3322246000,Westmoreland
"POINT (-79.351095365846973 40.148755423493185)",-79.3510950000,40.1487554000,-79.3510950000,40.1487554000,Westmoreland
"POINT (-79.352156 40.151067)",-79.3521560000,40.1510670000,-79.3521560000,40.1510670000,Westmoreland
"POINT (-79.144868689225603 40.340580390018062)",-79.1448680000,40.3405803000,-79.1448680000,40.3405803000,Westmoreland
"POINT (-79.798652500000017 39.734829)",-79.7986520000,39.7348290000,-79.7986520000,39.7348290000,Fayette
"POINT (-79.800290613815818 39.733704005867999)",-79.8002900000,39.7337040000,-79.8002900000,39.7337040000,Fayette
"POINT (-79.557396773166573 40.872965432345737)",-79.5573960000,40.8729654000,-79.5573960000,40.8729654000,Armstrong
"POINT (-77.552598078749014 41.37965878069209)",-77.5525980000,41.3796587000,-77.5525980000,41.3796587000,Clinton
"POINT (-79.096078148334072 40.328403335718718)",-79.0960780000,40.3284033000,-79.0960780000,40.3284033000,Westmoreland
"POINT (-79.095934216576836 40.331139366819933)",-79.0959340000,40.3311393000,-79.0959340000,40.3311393000,Westmoreland
"POINT (-79.274487612494596 40.399979449921609)",-79.2744870000,40.3999794000,-79.2744870000,40.3999794000,Westmoreland
"POINT (-79.80254210881138 39.889413797131041)",-79.8025420000,39.8894137000,-79.8025420000,39.8894137000,Fayette
"POINT (-79.229523459997907 39.93978698623939)",-79.2295230000,39.9397869000,-79.2295230000,39.9397869000,Somerset
"POINT (-79.4739025904519 40.844228964631952)",-79.4739020000,40.8442289000,-79.4739020000,40.8442289000,Armstrong
"POINT (-80.042624987446075 39.725524684912564)",-80.0426240000,39.7255246000,-80.0426240000,39.7255246000,Greene
"POINT (-80.411341 41.460504)",-80.4113410000,41.4605040000,-80.4113410000,41.4605040000,Mercer
"POINT (-75.927809983454551 41.862058422879741)",-75.9278090000,41.8620584000,-75.9278090000,41.8620584000,Susquehanna
"POINT (-75.884844029209205 41.71306859627591)",-75.8848440000,41.7130685000,-75.8848440000,41.7130685000,Susquehanna
"POINT (-79.816499984374303 39.998266135929292)",-79.8164990000,39.9982661000,-79.8164990000,39.9982661000,Fayette
"POINT (-77.958072668913459 41.244157356061883)",-77.9580720000,41.2441573000,-77.9580720000,41.2441573000,Clinton
"POINT (-79.187457777546626 40.035520838490079)",-79.1874570000,40.0355208000,-79.1874570000,40.0355208000,Somerset
"POINT (-77.671490127034801 41.356166998520294)",-77.6714900000,41.3561669000,-77.6714900000,41.3561669000,Clinton
"POINT (-79.935333 41.393617)",-79.9353330000,41.3936170000,-79.9353330000,41.3936170000,Venango
"POINT (-79.934703 41.395063)",-79.9347030000,41.3950630000,-79.9347030000,41.3950630000,Venango
"POINT (-80.308305559435553 39.934335456977969)",-80.3083050000,39.9343354000,-80.3083050000,39.9343354000,Greene
"POINT (-78.267731684900326 41.456925519757355)",-78.2677310000,41.4569255000,-78.2677310000,41.4569255000,Cameron
"POINT (-77.534161846290559 41.283438088452002)",-77.5341610000,41.2834380000,-77.5341610000,41.2834380000,Clinton
"POINT (-75.79933868402712 41.681694947196704)",-75.7993380000,41.6816949000,-75.7993380000,41.6816949000,Susquehanna
"POINT (-76.636121364582806 41.230784457122361)",-76.6361210000,41.2307844000,-76.6361210000,41.2307844000,Lycoming
"POINT (-79.904958224605053 40.243005716969897)",-79.9049580000,40.2430057000,-79.9049580000,40.2430057000,Allegheny
"POINT (-78.272379205036472 41.417187186698001)",-78.2723790000,41.4171871000,-78.2723790000,41.4171871000,Cameron
"POINT (-80.338888141139051 41.234168047938091)",-80.3388880000,41.2341680000,-80.3388880000,41.2341680000,Mercer
"POINT (-77.106907643729855 41.667393632293432)",-77.1069070000,41.6673936000,-77.1069070000,41.6673936000,Tioga
"POINT (-77.346091198456435 41.675606834852182)",-77.3460910000,41.6756068000,-77.3460910000,41.6756068000,Tioga
"POINT (-79.678293692185377 40.025393613954371)",-79.6782930000,40.0253936000,-79.6782930000,40.0253936000,Fayette
"POINT (-79.358335131707989 39.756073829045434)",-79.3583350000,39.7560738000,-79.3583350000,39.7560738000,Somerset
"POINT (-79.356696153588601 39.745261221119684)",-79.3566960000,39.7452612000,-79.3566960000,39.7452612000,Somerset
