WKT,X,Y,longitude,latitude,county
"POINT (-80.054281989150908 39.9502718187764)",-80.0542810000,39.9502718000,-80.0542810000,39.9502718000,Greene
"POINT (-80.223899750502923 39.99595506733538)",-80.2238990000,39.9959550000,-80.2238990000,39.9959550000,Greene
"POINT (-79.447404450238352 40.99853175056861)",-79.4474040000,40.9985317000,-79.4474040000,40.9985317000,Clarion
"POINT (-77.563662994989016 41.704639707103752)",-77.5636620000,41.7046397000,-77.5636620000,41.7046397000,Tioga
"POINT (-77.906751055959518 41.054457025096823)",-77.9067510000,41.0544570000,-77.9067510000,41.0544570000,Centre
"POINT (-79.347932349901825 40.347320823481041)",-79.3479320000,40.3473208000,-79.3479320000,40.3473208000,Westmoreland
"POINT (-78.89012 39.944251)",-78.8901200000,39.9442510000,-78.8901200000,39.9442510000,Somerset
"POINT (-78.889996 39.944595)",-78.8899960000,39.9445950000,-78.8899960000,39.9445950000,Somerset
"POINT (-78.889802 39.944851)",-78.8898020000,39.9448510000,-78.8898020000,39.9448510000,Somerset
"POINT (-78.889643 39.945256)",-78.8896430000,39.9452560000,-78.8896430000,39.9452560000,Somerset
"POINT (-79.561171347894302 40.780015867946915)",-79.5611710000,40.7800158000,-79.5611710000,40.7800158000,Armstrong
"POINT (-76.566165 41.322651)",-76.5661650000,41.3226510000,-76.5661650000,41.3226510000,Sullivan
"POINT (-76.971230940334024 41.670802526658271)",-76.9712300000,41.6708025000,-76.9712300000,41.6708025000,Tioga
"POINT (-79.648619 40.710979)",-79.6486190000,40.7109790000,-79.6486190000,40.7109790000,Armstrong
"POINT (-79.597987 40.677655)",-79.5979870000,40.6776550000,-79.5979870000,40.6776550000,Armstrong
"POINT (-77.095608057957264 41.76521761301931)",-77.0956080000,41.7652176000,-77.0956080000,41.7652176000,Tioga
"POINT (-79.488812500000037 40.763409)",-79.4888120000,40.7634090000,-79.4888120000,40.7634090000,Armstrong
"POINT (-79.489332 40.763034)",-79.4893320000,40.7630340000,-79.4893320000,40.7630340000,Armstrong
"POINT (-79.483697 40.700075)",-79.4836970000,40.7000750000,-79.4836970000,40.7000750000,Armstrong
"POINT (-79.475687 40.8232015)",-79.4756870000,40.8232015000,-79.4756870000,40.8232015000,Armstrong
"POINT (-79.476650500000034 40.8236025)",-79.4766500000,40.8236025000,-79.4766500000,40.8236025000,Armstrong
"POINT (-79.6448295 40.8900865)",-79.6448290000,40.8900865000,-79.6448290000,40.8900865000,Armstrong
"POINT (-75.928453417911356 41.830694561677397)",-75.9284530000,41.8306945000,-75.9284530000,41.8306945000,Susquehanna
"POINT (-77.133401530822198 41.762106923667012)",-77.1334010000,41.7621069000,-77.1334010000,41.7621069000,Tioga
"POINT (-79.368498 40.914146)",-79.3684980000,40.9141460000,-79.3684980000,40.9141460000,Armstrong
"POINT (-80.381166847767403 40.40672581402093)",-80.3811660000,40.4067258000,-80.3811660000,40.4067258000,Washington
"POINT (-80.381428483193147 40.407159643642771)",-80.3814280000,40.4071596000,-80.3814280000,40.4071596000,Washington
"POINT (-80.380791127089907 40.407155379576345)",-80.3807910000,40.4071553000,-80.3807910000,40.4071553000,Washington
"POINT (-80.381117095275584 40.407533476036548)",-80.3811170000,40.4075334000,-80.3811170000,40.4075334000,Washington
"POINT (-79.3672355 40.6879025)",-79.3672350000,40.6879025000,-79.3672350000,40.6879025000,Armstrong
"POINT (-77.301402373159007 41.308333500627356)",-77.3014020000,41.3083335000,-77.3014020000,41.3083335000,Lycoming
"POINT (-76.62999816966277 41.264557982834383)",-76.6299980000,41.2645579000,-76.6299980000,41.2645579000,Lycoming
"POINT (-80.265719181511969 41.369639859956848)",-80.2657190000,41.3696398000,-80.2657190000,41.3696398000,Mercer
"POINT (-77.155066822351614 41.771236575054104)",-77.1550660000,41.7712365000,-77.1550660000,41.7712365000,Tioga
"POINT (-77.124907831653843 41.739764434426533)",-77.1249070000,41.7397644000,-77.1249070000,41.7397644000,Tioga
"POINT (-76.978049375976227 41.795899329413167)",-76.9780490000,41.7958993000,-76.9780490000,41.7958993000,Tioga
"POINT (-80.517454123945072 40.225093979630969)",-80.5174540000,40.2250939000,-80.5174540000,40.2250939000,Washington
"POINT (-80.432967482489019 40.286941779777926)",-80.4329670000,40.2869417000,-80.4329670000,40.2869417000,Washington
"POINT (-76.130421596795145 41.829488463967138)",-76.1304210000,41.8294884000,-76.1304210000,41.8294884000,Bradford
"POINT (-77.064547 41.72847)",-77.0645470000,41.7284700000,-77.0645470000,41.7284700000,Tioga
"POINT (-76.969097260853047 41.699214660478724)",-76.9690970000,41.6992146000,-76.9690970000,41.6992146000,Tioga
"POINT (-77.369075 41.896884)",-77.3690750000,41.8968840000,-77.3690750000,41.8968840000,Tioga
"POINT (-77.39625504649122 41.711735885373493)",-77.3962550000,41.7117358000,-77.3962550000,41.7117358000,Tioga
"POINT (-75.876093120210697 41.778359238831342)",-75.8760930000,41.7783592000,-75.8760930000,41.7783592000,Susquehanna
"POINT (-76.104833154310967 41.766365104816138)",-76.1048330000,41.7663651000,-76.1048330000,41.7663651000,Susquehanna
"POINT (-80.122529434152611 40.044077585239521)",-80.1225290000,40.0440775000,-80.1225290000,40.0440775000,Washington
"POINT (-80.2731475 41.1776105)",-80.2731470000,41.1776105000,-80.2731470000,41.1776105000,Mercer
"POINT (-80.2732865 41.177855)",-80.2732860000,41.1778550000,-80.2732860000,41.1778550000,Mercer
"POINT (-80.2734535 41.1780645)",-80.2734530000,41.1780645000,-80.2734530000,41.1780645000,Mercer
"POINT (-77.276303409809032 41.653816738167599)",-77.2763030000,41.6538167000,-77.2763030000,41.6538167000,Tioga
"POINT (-79.899554114269776 40.245041645025481)",-79.8995540000,40.2450416000,-79.8995540000,40.2450416000,Allegheny
"POINT (-77.215624449801851 41.73928506251422)",-77.2156240000,41.7392850000,-77.2156240000,41.7392850000,Tioga
"POINT (-77.287491175385597 41.645518799110121)",-77.2874910000,41.6455187000,-77.2874910000,41.6455187000,Tioga
"POINT (-77.288536314658131 41.645072896158958)",-77.2885360000,41.6450728000,-77.2885360000,41.6450728000,Tioga
"POINT (-80.099799539402028 40.047261246366489)",-80.0997990000,40.0472612000,-80.0997990000,40.0472612000,Washington
"POINT (-80.100107508088243 40.047105255735545)",-80.1001070000,40.0471052000,-80.1001070000,40.0471052000,Washington
"POINT (-80.100402346083357 40.046961739535405)",-80.1004020000,40.0469617000,-80.1004020000,40.0469617000,Washington
"POINT (-77.519125190350763 41.380175290701047)",-77.5191250000,41.3801752000,-77.5191250000,41.3801752000,Lycoming
"POINT (-76.81897966974762 41.725439159222056)",-76.8189790000,41.7254391000,-76.8189790000,41.7254391000,Bradford
"POINT (-76.474998 41.972547)",-76.4749980000,41.9725470000,-76.4749980000,41.9725470000,Bradford
"POINT (-76.405228910292891 41.899039221559534)",-76.4052280000,41.8990392000,-76.4052280000,41.8990392000,Bradford
"POINT (-76.63027591410895 41.20033893665245)",-76.6302750000,41.2003389000,-76.6302750000,41.2003389000,Lycoming
"POINT (-76.785728959463512 41.74725731297022)",-76.7857280000,41.7472573000,-76.7857280000,41.7472573000,Bradford
"POINT (-76.786490973927997 41.746656527162258)",-76.7864900000,41.7466565000,-76.7864900000,41.7466565000,Bradford
"POINT (-76.787283537772439 41.746447822830113)",-76.7872830000,41.7464478000,-76.7872830000,41.7464478000,Bradford
"POINT (-77.019962 41.572829)",-77.0199620000,41.5728290000,-77.0199620000,41.5728290000,Tioga
"POINT (-79.957308500000011 41.3739245)",-79.9573080000,41.3739245000,-79.9573080000,41.3739245000,Venango
"POINT (-79.9568695 41.374083)",-79.9568690000,41.3740830000,-79.9568690000,41.3740830000,Venango
"POINT (-79.453888281969839 41.030860882188101)",-79.4538880000,41.0308608000,-79.4538880000,41.0308608000,Clarion
"POINT (-79.453796915005128 41.031720410678581)",-79.4537960000,41.0317204000,-79.4537960000,41.0317204000,Clarion
"POINT (-79.454318185885313 41.032771311817733)",-79.4543180000,41.0327713000,-79.4543180000,41.0327713000,Clarion
"POINT (-79.277455500000016 41.845669)",-79.2774550000,41.8456690000,-79.2774550000,41.8456690000,Warren
"POINT (-79.277431 41.846111)",-79.2774310000,41.8461110000,-79.2774310000,41.8461110000,Warren
"POINT (-76.4178100102271 41.631838698106151)",-76.4178100000,41.6318386000,-76.4178100000,41.6318386000,Bradford
"POINT (-80.181359793902985 40.878015119246044)",-80.1813590000,40.8780151000,-80.1813590000,40.8780151000,Lawrence
"POINT (-77.38324473985638 41.895796638622663)",-77.3832440000,41.8957966000,-77.3832440000,41.8957966000,Tioga
"POINT (-76.029015 41.5784445)",-76.0290150000,41.5784445000,-76.0290150000,41.5784445000,Wyoming
"POINT (-76.028055726288287 41.576869804969498)",-76.0280550000,41.5768698000,-76.0280550000,41.5768698000,Wyoming
"POINT (-79.507423 40.747893)",-79.5074230000,40.7478930000,-79.5074230000,40.7478930000,Armstrong
"POINT (-79.5073485 40.747327)",-79.5073480000,40.7473270000,-79.5073480000,40.7473270000,Armstrong
"POINT (-76.079708 41.629871)",-76.0797080000,41.6298710000,-76.0797080000,41.6298710000,Wyoming
"POINT (-76.408239502391638 41.948537409134289)",-76.4082390000,41.9485374000,-76.4082390000,41.9485374000,Bradford
"POINT (-77.290600628167581 41.713695053030079)",-77.2906000000,41.7136950000,-77.2906000000,41.7136950000,Tioga
"POINT (-76.640996 41.559174)",-76.6409960000,41.5591740000,-76.6409960000,41.5591740000,Sullivan
"POINT (-77.119635099595413 41.694303950856437)",-77.1196350000,41.6943039000,-77.1196350000,41.6943039000,Tioga
"POINT (-77.547435972094021 41.710225571316812)",-77.5474350000,41.7102255000,-77.5474350000,41.7102255000,Tioga
"POINT (-79.340124 41.597922)",-79.3401240000,41.5979220000,-79.3401240000,41.5979220000,Forest
"POINT (-77.037948137205063 41.965804156329902)",-77.0379480000,41.9658041000,-77.0379480000,41.9658041000,Tioga
"POINT (-76.415221 41.52227)",-76.4152210000,41.5222700000,-76.4152210000,41.5222700000,Sullivan
"POINT (-76.329669 41.53336)",-76.3296690000,41.5333600000,-76.3296690000,41.5333600000,Sullivan
"POINT (-77.183528611709818 41.788784654176148)",-77.1835280000,41.7887846000,-77.1835280000,41.7887846000,Tioga
"POINT (-75.679368 41.865454)",-75.6793680000,41.8654540000,-75.6793680000,41.8654540000,Susquehanna
"POINT (-80.498048 40.152257)",-80.4980480000,40.1522570000,-80.4980480000,40.1522570000,Washington
"POINT (-77.189747499999982 41.38881150000001)",-77.1897470000,41.3888115000,-77.1897470000,41.3888115000,Lycoming
"POINT (-76.1692 41.597575)",-76.1692000000,41.5975750000,-76.1692000000,41.5975750000,Wyoming
"POINT (-79.880702 40.195188)",-79.8807020000,40.1951880000,-79.8807020000,40.1951880000,Washington
"POINT (-80.441954 40.202008)",-80.4419540000,40.2020080000,-80.4419540000,40.2020080000,Washington
"POINT (-80.374997584284216 39.976473239862173)",-80.3749970000,39.9764732000,-80.3749970000,39.9764732000,Greene
"POINT (-76.569204 41.324296)",-76.5692040000,41.3242960000,-76.5692040000,41.3242960000,Sullivan
"POINT (-76.057159 41.550379)",-76.0571590000,41.5503790000,-76.0571590000,41.5503790000,Wyoming
"POINT (-76.056776 41.549996)",-76.0567760000,41.5499960000,-76.0567760000,41.5499960000,Wyoming
"POINT (-76.056644 41.54956)",-76.0566440000,41.5495600000,-76.0566440000,41.5495600000,Wyoming
"POINT (-80.136861 39.987088)",-80.1368610000,39.9870880000,-80.1368610000,39.9870880000,Greene
"POINT (-80.029755 40.226714)",-80.0297550000,40.2267140000,-80.0297550000,40.2267140000,Washington
"POINT (-79.957013 39.947325)",-79.9570130000,39.9473250000,-79.9570130000,39.9473250000,Greene
"POINT (-79.619443 40.775489)",-79.6194430000,40.7754890000,-79.6194430000,40.7754890000,Armstrong
"POINT (-79.507258 40.74801)",-79.5072580000,40.7480100000,-79.5072580000,40.7480100000,Armstrong
"POINT (-80.421647 40.153716)",-80.4216470000,40.1537160000,-80.4216470000,40.1537160000,Washington
"POINT (-77.916301 41.870995)",-77.9163010000,41.8709950000,-77.9163010000,41.8709950000,Potter
"POINT (-80.323691 39.8280065)",-80.3236910000,39.8280065000,-80.3236910000,39.8280065000,Greene
"POINT (-80.477989 40.016778)",-80.4779890000,40.0167780000,-80.4779890000,40.0167780000,Washington
"POINT (-80.478406 40.018025)",-80.4784060000,40.0180250000,-80.4784060000,40.0180250000,Washington
"POINT (-80.3056325 39.873243)",-80.3056320000,39.8732430000,-80.3056320000,39.8732430000,Greene
"POINT (-76.101814 41.56642)",-76.1018140000,41.5664200000,-76.1018140000,41.5664200000,Wyoming
"POINT (-80.059921 39.997157)",-80.0599210000,39.9971570000,-80.0599210000,39.9971570000,Greene
"POINT (-80.35447 40.268609)",-80.3544700000,40.2686090000,-80.3544700000,40.2686090000,Washington
"POINT (-80.2661225 40.023323)",-80.2661220000,40.0233230000,-80.2661220000,40.0233230000,Washington
"POINT (-79.648152 40.711526)",-79.6481520000,40.7115260000,-79.6481520000,40.7115260000,Armstrong
"POINT (-77.969811 41.590644)",-77.9698110000,41.5906440000,-77.9698110000,41.5906440000,Potter
"POINT (-80.275792 40.383165)",-80.2757920000,40.3831650000,-80.2757920000,40.3831650000,Washington
"POINT (-80.280898 40.244969)",-80.2808980000,40.2449690000,-80.2808980000,40.2449690000,Washington
"POINT (-80.215288500000042 40.123958)",-80.2152880000,40.1239580000,-80.2152880000,40.1239580000,Washington
"POINT (-77.233706 41.366854)",-77.2337060000,41.3668540000,-77.2337060000,41.3668540000,Lycoming
"POINT (-77.098028 41.499356)",-77.0980280000,41.4993560000,-77.0980280000,41.4993560000,Lycoming
"POINT (-76.958652 41.347743)",-76.9586520000,41.3477430000,-76.9586520000,41.3477430000,Lycoming
"POINT (-77.149902 41.368725)",-77.1499020000,41.3687250000,-77.1499020000,41.3687250000,Lycoming
"POINT (-79.941362499999983 40.1895415)",-79.9413620000,40.1895415000,-79.9413620000,40.1895415000,Washington
"POINT (-77.039897 41.432592)",-77.0398970000,41.4325920000,-77.0398970000,41.4325920000,Lycoming
"POINT (-80.26839 39.936437)",-80.2683900000,39.9364370000,-80.2683900000,39.9364370000,Greene
"POINT (-79.220923 41.601542)",-79.2209230000,41.6015420000,-79.2209230000,41.6015420000,Forest
"POINT (-78.4780395 40.839488)",-78.4780390000,40.8394880000,-78.4780390000,40.8394880000,Clearfield
"POINT (-80.076033 39.940789)",-80.0760330000,39.9407890000,-80.0760330000,39.9407890000,Greene
"POINT (-76.861856 41.770866)",-76.8618560000,41.7708660000,-76.8618560000,41.7708660000,Bradford
"POINT (-80.1151795 40.847658)",-80.1151790000,40.8476580000,-80.1151790000,40.8476580000,Butler
"POINT (-76.867321 41.937964)",-76.8673210000,41.9379640000,-76.8673210000,41.9379640000,Bradford
"POINT (-76.601277499999966 41.236921)",-76.6012770000,41.2369210000,-76.6012770000,41.2369210000,Lycoming
"POINT (-80.491741 39.792739)",-80.4917410000,39.7927390000,-80.4917410000,39.7927390000,Greene
"POINT (-79.993681 39.7229625)",-79.9936810000,39.7229625000,-79.9936810000,39.7229625000,Greene
"POINT (-79.838465 40.846036)",-79.8384650000,40.8460360000,-79.8384650000,40.8460360000,Butler
"POINT (-80.334288 39.831715)",-80.3342880000,39.8317150000,-80.3342880000,39.8317150000,Greene
"POINT (-78.930868 41.1467465)",-78.9308680000,41.1467465000,-78.9308680000,41.1467465000,Jefferson
"POINT (-80.058804 41.550419)",-80.0588040000,41.5504190000,-80.0588040000,41.5504190000,Crawford
"POINT (-76.590657 41.858582)",-76.5906570000,41.8585820000,-76.5906570000,41.8585820000,Bradford
"POINT (-80.40324 40.685972)",-80.4032400000,40.6859720000,-80.4032400000,40.6859720000,Beaver
"POINT (-80.107555 41.005989)",-80.1075550000,41.0059890000,-80.1075550000,41.0059890000,Butler
"POINT (-79.760453 40.885932)",-79.7604530000,40.8859320000,-79.7604530000,40.8859320000,Butler
"POINT (-76.736002 41.553165)",-76.7360020000,41.5531650000,-76.7360020000,41.5531650000,Sullivan
"POINT (-76.325713 41.59289)",-76.3257130000,41.5928900000,-76.3257130000,41.5928900000,Bradford
"POINT (-79.83056 40.793459)",-79.8305600000,40.7934590000,-79.8305600000,40.7934590000,Butler
"POINT (-79.759456 40.930417)",-79.7594560000,40.9304170000,-79.7594560000,40.9304170000,Butler
"POINT (-78.085511 41.039816)",-78.0855110000,41.0398160000,-78.0855110000,41.0398160000,Clearfield
"POINT (-76.225802 41.7944965)",-76.2258020000,41.7944965000,-76.2258020000,41.7944965000,Bradford
"POINT (-79.830017 40.795512)",-79.8300170000,40.7955120000,-79.8300170000,40.7955120000,Butler
"POINT (-76.683895 41.557422)",-76.6838950000,41.5574220000,-76.6838950000,41.5574220000,Sullivan
"POINT (-76.685875 41.558573)",-76.6858750000,41.5585730000,-76.6858750000,41.5585730000,Sullivan
"POINT (-80.153452 40.92932)",-80.1534520000,40.9293200000,-80.1534520000,40.9293200000,Butler
"POINT (-76.409093500000012 41.708133)",-76.4090930000,41.7081330000,-76.4090930000,41.7081330000,Bradford
"POINT (-80.09819 40.769973)",-80.0981900000,40.7699730000,-80.0981900000,40.7699730000,Butler
"POINT (-76.433823 41.349)",-76.4338230000,41.3490000000,-76.4338230000,41.3490000000,Sullivan
"POINT (-76.47727 41.937151)",-76.4772700000,41.9371510000,-76.4772700000,41.9371510000,Bradford
"POINT (-76.277989 41.724357)",-76.2779890000,41.7243570000,-76.2779890000,41.7243570000,Bradford
"POINT (-76.314579 41.707564)",-76.3145790000,41.7075640000,-76.3145790000,41.7075640000,Bradford
"POINT (-79.784271 40.266833)",-79.7842710000,40.2668330000,-79.7842710000,40.2668330000,Westmoreland
"POINT (-79.744844 40.228552)",-79.7448440000,40.2285520000,-79.7448440000,40.2285520000,Westmoreland
"POINT (-79.6909855 40.243329)",-79.6909850000,40.2433290000,-79.6909850000,40.2433290000,Westmoreland
"POINT (-79.690781499999986 40.2431165)",-79.6907810000,40.2431165000,-79.6907810000,40.2431165000,Westmoreland
"POINT (-79.691046 40.24292)",-79.6910460000,40.2429200000,-79.6910460000,40.2429200000,Westmoreland
"POINT (-79.571737460272942 40.503978729772555)",-79.5717370000,40.5039787000,-79.5717370000,40.5039787000,Westmoreland
"POINT (-78.060655 41.024076)",-78.0606550000,41.0240760000,-78.0606550000,41.0240760000,Centre
"POINT (-79.7330005 40.23291)",-79.7330000000,40.2329100000,-79.7330000000,40.2329100000,Westmoreland
"POINT (-79.199157 40.52084)",-79.1991570000,40.5208400000,-79.1991570000,40.5208400000,Indiana
"POINT (-79.200111 40.521088)",-79.2001110000,40.5210880000,-79.2001110000,40.5210880000,Indiana
"POINT (-79.744134 40.229624)",-79.7441340000,40.2296240000,-79.7441340000,40.2296240000,Westmoreland
"POINT (-79.743858500000016 39.9468395)",-79.7438580000,39.9468395000,-79.7438580000,39.9468395000,Fayette
"POINT (-79.705777 40.2137755)",-79.7057770000,40.2137755000,-79.7057770000,40.2137755000,Westmoreland
"POINT (-79.546317506467332 40.508764040333546)",-79.5463170000,40.5087640000,-79.5463170000,40.5087640000,Westmoreland
"POINT (-79.804873120811578 39.996313004650887)",-79.8048730000,39.9963130000,-79.8048730000,39.9963130000,Fayette
"POINT (-78.716726 41.492745)",-78.7167260000,41.4927450000,-78.7167260000,41.4927450000,Elk
"POINT (-79.764409 40.250466)",-79.7644090000,40.2504660000,-79.7644090000,40.2504660000,Westmoreland
"POINT (-79.764848 40.250237)",-79.7648480000,40.2502370000,-79.7648480000,40.2502370000,Westmoreland
"POINT (-79.765077 40.249874)",-79.7650770000,40.2498740000,-79.7650770000,40.2498740000,Westmoreland
"POINT (-79.765631 40.249703)",-79.7656310000,40.2497030000,-79.7656310000,40.2497030000,Westmoreland
"POINT (-79.765974 40.249359)",-79.7659740000,40.2493590000,-79.7659740000,40.2493590000,Westmoreland
"POINT (-79.766108 40.24892)",-79.7661080000,40.2489200000,-79.7661080000,40.2489200000,Westmoreland
"POINT (-79.766413 40.248577)",-79.7664130000,40.2485770000,-79.7664130000,40.2485770000,Westmoreland
"POINT (-79.817613650441075 39.999435429446528)",-79.8176130000,39.9994354000,-79.8176130000,39.9994354000,Fayette
"POINT (-79.297785 40.364052)",-79.2977850000,40.3640520000,-79.2977850000,40.3640520000,Westmoreland
"POINT (-79.176555 40.305385)",-79.1765550000,40.3053850000,-79.1765550000,40.3053850000,Westmoreland
"POINT (-79.35213 40.15137)",-79.3521300000,40.1513700000,-79.3521300000,40.1513700000,Westmoreland
"POINT (-79.798413 39.734978)",-79.7984130000,39.7349780000,-79.7984130000,39.7349780000,Fayette
"POINT (-79.703237 40.245995)",-79.7032370000,40.2459950000,-79.7032370000,40.2459950000,Westmoreland
"POINT (-79.2797945 40.375922500000016)",-79.2797940000,40.3759225000,-79.2797940000,40.3759225000,Westmoreland
"POINT (-79.287577 40.373779)",-79.2875770000,40.3737790000,-79.2875770000,40.3737790000,Westmoreland
"POINT (-79.571359 40.503935)",-79.5713590000,40.5039350000,-79.5713590000,40.5039350000,Westmoreland
"POINT (-79.895439 39.934549)",-79.8954390000,39.9345490000,-79.8954390000,39.9345490000,Fayette
"POINT (-77.977717 41.24414950000002)",-77.9777170000,41.2441495000,-77.9777170000,41.2441495000,Clinton
"POINT (-77.972241 41.248019)",-77.9722410000,41.2480190000,-77.9722410000,41.2480190000,Clinton
"POINT (-79.845992 39.740543)",-79.8459920000,39.7405430000,-79.8459920000,39.7405430000,Fayette
"POINT (-79.838195 39.981717)",-79.8381950000,39.9817170000,-79.8381950000,39.9817170000,Fayette
"POINT (-79.773001 40.035526)",-79.7730010000,40.0355260000,-79.7730010000,40.0355260000,Fayette
"POINT (-76.339801 41.688)",-76.3398010000,41.6880000000,-76.3398010000,41.6880000000,Bradford
"POINT (-79.362818500000017 40.134798)",-79.3628180000,40.1347980000,-79.3628180000,40.1347980000,Westmoreland
"POINT (-77.454968 41.239377)",-77.4549680000,41.2393770000,-77.4549680000,41.2393770000,Clinton
"POINT (-77.620584 41.387482)",-77.6205840000,41.3874820000,-77.6205840000,41.3874820000,Clinton
"POINT (-79.901393 39.945288)",-79.9013930000,39.9452880000,-79.9013930000,39.9452880000,Fayette
"POINT (-79.413597499999966 40.9643385)",-79.4135970000,40.9643385000,-79.4135970000,40.9643385000,Armstrong
"POINT (-79.918867 39.9275455)",-79.9188670000,39.9275455000,-79.9188670000,39.9275455000,Fayette
"POINT (-76.513496 41.797124)",-76.5134960000,41.7971240000,-76.5134960000,41.7971240000,Bradford
"POINT (-79.601811 40.934541)",-79.6018110000,40.9345410000,-79.6018110000,40.9345410000,Armstrong
"POINT (-75.900094 41.710759)",-75.9000940000,41.7107590000,-75.9000940000,41.7107590000,Susquehanna
"POINT (-78.061857 41.024393)",-78.0618570000,41.0243930000,-78.0618570000,41.0243930000,Centre
"POINT (-79.592622 40.807674)",-79.5926220000,40.8076740000,-79.5926220000,40.8076740000,Armstrong
"POINT (-79.486709499999961 40.909249)",-79.4867090000,40.9092490000,-79.4867090000,40.9092490000,Armstrong
"POINT (-79.591302237971732 40.799906660320715)",-79.5913020000,40.7999066000,-79.5913020000,40.7999066000,Armstrong
"POINT (-79.589068136589049 40.79687473485118)",-79.5890680000,40.7968747000,-79.5890680000,40.7968747000,Armstrong
"POINT (-79.475855 40.834952)",-79.4758550000,40.8349520000,-79.4758550000,40.8349520000,Armstrong
"POINT (-76.257795 41.82927)",-76.2577950000,41.8292700000,-76.2577950000,41.8292700000,Bradford
"POINT (-79.451309500000022 40.8880195)",-79.4513090000,40.8880195000,-79.4513090000,40.8880195000,Armstrong
"POINT (-77.202757 41.7460595)",-77.2027570000,41.7460595000,-77.2027570000,41.7460595000,Tioga
"POINT (-79.516753 40.871012)",-79.5167530000,40.8710120000,-79.5167530000,40.8710120000,Armstrong
"POINT (-76.620193499999985 41.2367145)",-76.6201930000,41.2367145000,-76.6201930000,41.2367145000,Lycoming
"POINT (-79.8168385 39.998934)",-79.8168380000,39.9989340000,-79.8168380000,39.9989340000,Fayette
"POINT (-79.6027705 40.854507)",-79.6027700000,40.8545070000,-79.6027700000,40.8545070000,Armstrong
"POINT (-76.986288500000015 41.989122)",-76.9862880000,41.9891220000,-76.9862880000,41.9891220000,Tioga
"POINT (-80.297935 40.091725)",-80.2979350000,40.0917250000,-80.2979350000,40.0917250000,Washington
"POINT (-77.064758 41.728521)",-77.0647580000,41.7285210000,-77.0647580000,41.7285210000,Tioga
"POINT (-76.005742 41.780139)",-76.0057420000,41.7801390000,-76.0057420000,41.7801390000,Susquehanna
"POINT (-76.586715 41.287836)",-76.5867150000,41.2878360000,-76.5867150000,41.2878360000,Lycoming
"POINT (-77.3300465 41.790359)",-77.3300460000,41.7903590000,-77.3300460000,41.7903590000,Tioga
"POINT (-80.485664 39.989436)",-80.4856640000,39.9894360000,-80.4856640000,39.9894360000,Washington
"POINT (-78.240855 41.444102)",-78.2408550000,41.4441020000,-78.2408550000,41.4441020000,Cameron
"POINT (-79.455492 41.043411)",-79.4554920000,41.0434110000,-79.4554920000,41.0434110000,Clarion
"POINT (-75.966212 41.64291)",-75.9662120000,41.6429100000,-75.9662120000,41.6429100000,Wyoming
"POINT (-77.029816 41.559179)",-77.0298160000,41.5591790000,-77.0298160000,41.5591790000,Tioga
"POINT (-79.473182 40.842518)",-79.4731820000,40.8425180000,-79.4731820000,40.8425180000,Armstrong
"POINT (-80.222085 39.995015)",-80.2220850000,39.9950150000,-80.2220850000,39.9950150000,Greene
"POINT (-80.307534 39.935808)",-80.3075340000,39.9358080000,-80.3075340000,39.9358080000,Greene
"POINT (-77.011843 41.816556)",-77.0118430000,41.8165560000,-77.0118430000,41.8165560000,Tioga
"POINT (-77.141632 41.734028)",-77.1416320000,41.7340280000,-77.1416320000,41.7340280000,Tioga
"POINT (-76.978604 41.795379)",-76.9786040000,41.7953790000,-76.9786040000,41.7953790000,Tioga
"POINT (-75.959865 41.898279)",-75.9598650000,41.8982790000,-75.9598650000,41.8982790000,Susquehanna
"POINT (-76.971167 41.696496)",-76.9711670000,41.6964960000,-76.9711670000,41.6964960000,Tioga
"POINT (-79.377451 41.078816)",-79.3774510000,41.0788160000,-79.3774510000,41.0788160000,Clarion
"POINT (-77.12655 41.688101)",-77.1265500000,41.6881010000,-77.1265500000,41.6881010000,Tioga
"POINT (-76.977923 41.828826)",-76.9779230000,41.8288260000,-76.9779230000,41.8288260000,Tioga
"POINT (-76.981016 41.585727)",-76.9810160000,41.5857270000,-76.9810160000,41.5857270000,Tioga
"POINT (-76.992491 41.601023)",-76.9924910000,41.6010230000,-76.9924910000,41.6010230000,Tioga
