InputID,TargetID,Distance,Source
41.72812786-75.87919774---2008,c6e463cf-42e0-5bc1-86a8-f27a5595bc34,13.0492259439,Distance_Matrix-UTM18.csv
41.72561029-76.81881268---2010,b359e77e-5fbe-5fbc-9a8a-3ea744147bbd,145.337691465,Distance_Matrix-UTM18.csv
41.95745015-76.93719719---2010,7b960686-9923-5de0-a37d-a863a58afeb0,25.6655223965,Distance_Matrix-UTM18.csv
41.78656891-76.2297168---2010,6ec9d418-5294-5353-9a44-c58425ad1592,87.3178112814,Distance_Matrix-UTM18.csv
41.75131126-76.73605999---2010,3bb31077-0ebd-5511-9dbc-88b1852959c5,20.4159259164,Distance_Matrix-UTM18.csv
41.79750652-77.24540724---2010,29de1ea3-4f27-5923-865c-a32087965539,96.4588126966,Distance_Matrix-UTM18.csv
41.27089831-76.65958109---2008,e162b6da-2379-5ff5-80c0-99c03f72324c,9.2346660925,Distance_Matrix-UTM18.csv
41.71448605-76.42295947---2010,047995b5-6990-512a-b821-c3d5637f3df3,32.5207971882,Distance_Matrix-UTM18.csv
41.19671672-77.6826268---2010,3abe0836-d795-5f29-b8e6-e25db12e6dce,28.7552915806,Distance_Matrix-UTM18.csv
41.33499877-77.16442387---2008,8377a3a4-e182-5f60-8a98-1a7fb73f04e8,37.4410482717,Distance_Matrix-UTM18.csv
41.77335831-76.80426256---2010,b6664ef2-320e-5f59-9c79-98fe541f08bf,78.1360978794,Distance_Matrix-UTM18.csv
41.68950442-77.66275968---2010,065f3587-4a35-54d0-8b6a-17764323f658,116.923893318,Distance_Matrix-UTM18.csv
41.73117242-75.92158709---2008,e9677cc2-470f-5ba7-ba5c-495abe67027d,23.0801777178,Distance_Matrix-UTM18.csv
41.60171271-76.89486596---2008,9f7ef20e-e02b-51f2-a363-9c8f43d90e65,31.5190429346,Distance_Matrix-UTM18.csv
41.60838385-76.37384948---2010,8833986f-dd27-51d5-a97a-e9ba798622c0,30.448748325,Distance_Matrix-UTM18.csv
41.87123947-77.91747178---2010,28f88e7a-6fd0-5017-b5d7-3c38c956f742,101.957595342,Distance_Matrix-UTM18.csv
41.70803366-75.87091379---2008,cce434bc-6bc1-5760-970c-1f466951615d,28.7159317525,Distance_Matrix-UTM18.csv
41.80468862-76.95481288---2010,16604fbb-8067-50e3-bdf6-4e5c57b6c914,107.590967385,Distance_Matrix-UTM18.csv
41.75214197-75.90336935---2010,0862c1e3-6291-5275-aae1-578cff1ab567,31.8036919212,Distance_Matrix-UTM18.csv
41.77311417-76.22433585---2010,a89de790-533b-5c8a-8445-108c4c7a9090,133.035663551,Distance_Matrix-UTM18.csv
41.87091689-77.91635483---2010,28f88e7a-6fd0-5017-b5d7-3c38c956f742,127.075325137,Distance_Matrix-UTM18.csv
41.24410719-77.97766598---2008,5467998f-1628-5f7e-a3ec-cddb836fd6b5,36.3107403982,Distance_Matrix-UTM18.csv
41.68791444-77.40918266---2010,1ccc63d5-11d3-5905-af4c-9acf8a2b257c,102.740767996,Distance_Matrix-UTM18.csv
41.70816017-76.09478554---2010,822fa782-159f-5318-9202-8b35302dc66b,954.582952955,Distance_Matrix-UTM18.csv
41.68483463-77.60488438---2010,1a181cb7-249c-516d-9e86-d784473b02d1,130.41376817,Distance_Matrix-UTM18.csv
41.95545891-76.86098798---2010,75633cf0-230d-56b2-8bff-057494853fc0,15.5391014098,Distance_Matrix-UTM18.csv
41.73574245-76.79516424---2010,a76d2539-bd87-5200-b156-45893c5c7bd3,187.693769616,Distance_Matrix-UTM18.csv
41.76366377-77.11568203---2010,d8ee9af7-76d9-5a31-9075-580ded527650,63.5418785532,Distance_Matrix-UTM18.csv
41.27472047-77.26726828---2008,4b8df70d-4e57-52f8-aedf-7911cae6109d,24.2056010393,Distance_Matrix-UTM18.csv
41.71026621-77.54750909---2010,68b780c8-c31a-5f31-95f8-26327724c52d,100.882066587,Distance_Matrix-UTM18.csv
41.69442613-77.36086302---2010,4ed45832-cc31-5d44-abf9-96f96de0d409,35.8838634233,Distance_Matrix-UTM18.csv
41.67906952-77.58120749---2010,85547453-a86e-57a5-8b14-ccac8b61365b,88.7744828564,Distance_Matrix-UTM18.csv
41.69598997-76.84139605---2010,bbc07f37-7fea-5e9c-9cc2-eecf4a71e45f,186.993446134,Distance_Matrix-UTM18.csv
41.67840482-76.38159209---2010,96f958d3-b81d-50a1-8d9c-7c7b6620fa5e,574.231309482,Distance_Matrix-UTM18.csv
41.27400842-76.65935747---2010,e162b6da-2379-5ff5-80c0-99c03f72324c,347.177434798,Distance_Matrix-UTM18.csv
41.82556463-76.98418403---2010,3bd729db-68f7-5641-a536-f9b19d2dcb78,78.975686025,Distance_Matrix-UTM18.csv
41.24676258-76.65028634---2010,4e8d13fe-c158-5243-a391-5029910745a3,99.6307337988,Distance_Matrix-UTM18.csv
41.76199821-76.80222384---2010,28555bd6-4db2-5a62-842a-c83f6317be5b,61.5523319221,Distance_Matrix-UTM18.csv
41.70564789-75.86612645---2008,b4e8290f-c220-51d7-8977-be91d7baa435,24.5762875842,Distance_Matrix-UTM18.csv
41.71093954-75.88722623---2010,d06884f6-7dc4-580f-9c44-1cf744ae235d,84.1324208835,Distance_Matrix-UTM18.csv
41.75086458-76.63212735---2010,6266514d-5598-5c33-934a-d201d581c323,72.4446025135,Distance_Matrix-UTM18.csv
41.78065022-77.12986295---2008,f9c9b662-71ec-5d29-a929-6141168fb0ef,89.3896788951,Distance_Matrix-UTM18.csv
41.74608162-77.20280044---2010,2fd49d09-7cf8-5488-9465-01a2e91d4c96,126.058105523,Distance_Matrix-UTM18.csv
41.71296781-75.87083261---2008,b825adf0-e52b-59cd-bce7-7e69ca73647f,26.1736578948,Distance_Matrix-UTM18.csv
41.78857608-77.21604547---2010,3659dce8-a613-59a6-bf97-68baff57f31c,91.7284892547,Distance_Matrix-UTM18.csv
41.68166241-75.79935863---2010,c2e4b768-5664-58eb-8d49-6e8942420bf6,125.65303806,Distance_Matrix-UTM18.csv
41.70956853-76.681722---2008,296c0b64-0859-560b-9142-34a1d254263d,79.4838176151,Distance_Matrix-UTM18.csv
41.88961484-76.96656079---2010,59334cec-3734-5672-8db1-8db955134f79,71.6436432155,Distance_Matrix-UTM18.csv
41.69720885-76.97188131---2010,5d0d6a9c-e914-561f-b428-30ca1184904c,537.254604824,Distance_Matrix-UTM18.csv
41.76635523-76.10476595---2010,6d9bdfd1-d043-54e0-bdc9-39bbce3d2fdd,91.1051648406,Distance_Matrix-UTM18.csv
41.67095891-76.97124116---2010,9745ac0d-a851-5a86-b094-022cb3774255,213.878176124,Distance_Matrix-UTM18.csv
41.93102836-75.8666897---2010,677b7af8-3f8e-5774-a981-446339b92757,30.1329200568,Distance_Matrix-UTM18.csv
41.68881912-75.9711051---2010,ff085380-1259-5e28-b909-67285943cb99,42.861609487,Distance_Matrix-UTM18.csv
41.59068868-77.97003156---2010,41e9a4ca-5ae0-5b66-a4ef-8baaea8c8069,214.383772233,Distance_Matrix-UTM18.csv
41.68795183-77.40844072---2010,1ccc63d5-11d3-5905-af4c-9acf8a2b257c,79.6960231304,Distance_Matrix-UTM18.csv
41.79998273-76.96788332---2010,5d9f00f1-6e0d-57cb-b6d7-b301a89757f5,29.8286358458,Distance_Matrix-UTM18.csv
41.7734749-76.99816577---2010,5a468b81-b769-5ff7-a0f0-0af5ac31cc16,463.799142118,Distance_Matrix-UTM18.csv
41.58751814-76.86065433---2010,0719800c-f757-5c05-90a0-ca47c3a7e0d4,82.493050755,Distance_Matrix-UTM18.csv
41.19514547-77.68734496---2010,aec414ea-21c3-5680-b430-3dab8e19f7a8,30.8282337638,Distance_Matrix-UTM18.csv
41.88491092-76.10579435---2010,a0092d94-1490-53af-ab35-f06b321ee7c9,17.8487105703,Distance_Matrix-UTM18.csv
41.71327605-75.88640443---2010,d06884f6-7dc4-580f-9c44-1cf744ae235d,184.871219949,Distance_Matrix-UTM18.csv
41.98919243-76.98618556---2010,bf599014-6c67-5ea3-8323-6eab1909ede3,395.668131951,Distance_Matrix-UTM18.csv
41.72429568-75.87155955---2008,e0b6a2e1-eb11-55cb-8c50-ddbf7cbbb28f,11.6229047458,Distance_Matrix-UTM18.csv
41.2724851-76.63656628---2010,0886edd1-bf8f-5edd-ad0d-cad57a359db0,30.4893625702,Distance_Matrix-UTM18.csv
41.74066568-77.15701428---2010,aec52a81-04e1-570f-b6b2-7235de9ac6cd,294.054732602,Distance_Matrix-UTM18.csv
41.44699802-77.01045236---2010,8effe4e2-6cff-53cf-8b27-d118c738b1a0,128.383276334,Distance_Matrix-UTM18.csv
41.07465415-77.80074224---2010,c6c725d0-9c99-5a30-86af-627ec833a21b,32.5493371642,Distance_Matrix-UTM18.csv
41.74414638-76.55067432---2010,02db922a-c1a6-5969-9422-6ce2b4f8c2f7,76.0589832763,Distance_Matrix-UTM18.csv
41.95818232-77.607666---2010,23271ac6-10e5-555a-b8f8-ca0918464d0c,25.1806110789,Distance_Matrix-UTM18.csv
41.23296208-77.75808249---2010,7fa4591d-30bf-542c-a231-7017c458f7eb,39.6986061346,Distance_Matrix-UTM18.csv
41.7168018-76.19461946---2010,13e1e27d-ddd9-5e04-b5a2-a5d4c44e3f44,786.685112595,Distance_Matrix-UTM18.csv
41.32351571-77.29159741---2008,1b532611-444b-576a-ad18-7ada80182801,40.9522706862,Distance_Matrix-UTM18.csv
41.19226907-77.59656751---2010,fdb062ba-61a0-5013-ab7a-f5e8ef8a1411,25.2835164504,Distance_Matrix-UTM18.csv
41.71317749-75.88486117---2010,76374ea4-d046-503f-9246-5ed8b9e7c7ee,165.259766577,Distance_Matrix-UTM18.csv
41.6730523-77.60739652---2010,51769f65-6e02-5cb2-9f54-e13d61c8ac27,111.162809985,Distance_Matrix-UTM18.csv
41.57725209-76.04366521---2010,66bd0247-4b42-536b-94f7-a8d6072ffb98,63.2379210896,Distance_Matrix-UTM18.csv
41.73383282-75.94050222---2010,264c5562-a18d-5815-8b47-130f6d0a4d07,12.5024591274,Distance_Matrix-UTM18.csv
41.09122112-77.95532929---2010,a61dc896-a7c2-558d-b445-1ceb8ce59172,126.638245211,Distance_Matrix-UTM18.csv
41.6131101-77.8761851---2010,dd58c7e7-f6ec-586a-bc9d-c6b1bd46991b,181.073241713,Distance_Matrix-UTM18.csv
41.3811567-77.5280268---2010,bb6e1691-ce79-585f-81a0-6d6b16f93ca3,37.0625019991,Distance_Matrix-UTM18.csv
41.07363981-77.98320739---2010,23d4eb70-43df-5e02-ab48-d5cf1ceb62e2,197.794811004,Distance_Matrix-UTM18.csv
41.73432562-75.86930354---2008,cea23866-9847-5a42-8b3e-0f1c7f4b4eca,34.978909097,Distance_Matrix-UTM18.csv
41.85113352-76.91725939---2010,76f89d92-798d-5a12-9caa-12b71b9da306,130.574058451,Distance_Matrix-UTM18.csv
41.63186772-76.4179037---2010,985b986b-6161-5aa0-8ce9-7c4b1c7713af,354.676970185,Distance_Matrix-UTM18.csv
41.09125859-77.96995463---2010,05ee37b0-3e11-53ec-a522-ae8ba09b3d4f,44.1853862915,Distance_Matrix-UTM18.csv
41.1977618-77.68816526---2008,e275c6bd-fc04-5d68-a326-6a77a37b0cfd,33.8169282709,Distance_Matrix-UTM18.csv
41.7633651-77.11684116---2010,d8ee9af7-76d9-5a31-9075-580ded527650,38.5299903494,Distance_Matrix-UTM18.csv
41.72829999-76.81689656---2010,bc9f9ccd-dbfc-5dfb-bb91-4bc85a4d57d5,106.186390578,Distance_Matrix-UTM18.csv
41.89030988-75.93806338---2010,4704e898-e2f2-54f3-b894-8b73473fb0be,34.4133102347,Distance_Matrix-UTM18.csv
41.06621498-77.9039953---2008,0488f055-c3ac-5716-919e-858626b04235,28.6094226223,Distance_Matrix-UTM18.csv
41.25856103-76.57863782---2010,77888868-663d-59a2-8597-f269fd467b2f,135.460610777,Distance_Matrix-UTM18.csv
41.22337845-76.63008894---2010,7773d210-40c9-5e10-8ab7-95958cfef53a,200.255009109,Distance_Matrix-UTM18.csv
41.71371793-77.29058574---2010,1fd6b9c0-d059-5ed4-a225-65e18db4be05,65.5770058455,Distance_Matrix-UTM18.csv
41.6540354-76.30493142---2010,78c0a4f2-70c4-5f17-a83d-35c53ee15db5,556.141559933,Distance_Matrix-UTM18.csv
41.25794361-76.57863276---2010,77888868-663d-59a2-8597-f269fd467b2f,197.114512197,Distance_Matrix-UTM18.csv
41.27647534-77.27826882---2010,0db8e646-f536-5d87-a2f5-41a2460965f9,656.844886958,Distance_Matrix-UTM18.csv
41.73869704-75.88543573---2010,a5bb6036-bde9-5c35-9b84-a81b56fe167f,17.9471320243,Distance_Matrix-UTM18.csv
41.76484705-77.12836394---2010,f9351f58-dbca-5ac0-856d-cf8ec5e5e07f,178.029731379,Distance_Matrix-UTM18.csv
41.336962-77.15795152---2010,e21d0196-dfaa-5f62-a567-67a8050fe2bc,46.0913037336,Distance_Matrix-UTM18.csv
41.29818307-76.60649645---2010,0396ced2-6638-5adc-b8bf-ae1a7c5f372a,32.640856063,Distance_Matrix-UTM18.csv
41.69060148-77.57619937---2010,befe8ddd-a4b3-5e46-8e84-1af125220ff5,102.833124793,Distance_Matrix-UTM18.csv
41.74933987-76.80521993---2010,e8c61813-9f99-5c3e-b47d-4f99c42caf05,126.671613695,Distance_Matrix-UTM18.csv
41.69431913-77.11968935---2010,b90bfd9f-2755-5049-aafc-01b83a68276b,173.890693426,Distance_Matrix-UTM18.csv
41.09131229-77.95594466---2010,a61dc896-a7c2-558d-b445-1ceb8ce59172,127.142492713,Distance_Matrix-UTM18.csv
41.72552409-77.40672586---2010,6e7e7ea3-e360-50bc-a6dc-8574baeb4a9c,78.9549584671,Distance_Matrix-UTM18.csv
41.74966348-75.87445131---2008,2888f985-a638-565e-b8b0-876e0603be7f,5.6406544601,Distance_Matrix-UTM18.csv
41.61528194-77.87558073---2010,dd58c7e7-f6ec-586a-bc9d-c6b1bd46991b,101.00400274,Distance_Matrix-UTM18.csv
41.9065913-76.92469196---2010,def69ddd-d528-53f3-aa69-60ee4e4fe1a8,56.7844449985,Distance_Matrix-UTM18.csv
41.29860984-76.60594763---2010,0396ced2-6638-5adc-b8bf-ae1a7c5f372a,41.4473490667,Distance_Matrix-UTM18.csv
41.72539025-75.90889819---2010,10ea8e44-1290-5765-81dd-00a0908979f8,38.1176217267,Distance_Matrix-UTM18.csv
41.98862427-77.01495221---2010,795a3a85-e467-5c5d-b449-6f415ba21ca9,34.8566785416,Distance_Matrix-UTM18.csv
41.76192789-76.80303391---2010,28555bd6-4db2-5a62-842a-c83f6317be5b,86.6495846005,Distance_Matrix-UTM18.csv
41.52977928-76.6824567---2010,c830395a-3165-5831-b92f-a8893f45e457,71.244893039,Distance_Matrix-UTM18.csv
41.7945778-76.58616212---2010,47473b34-441c-59a8-b656-bc9aad0e6407,194.58727587,Distance_Matrix-UTM18.csv
41.70014261-75.88977707---2010,fdb95928-2aca-542d-8631-c7d8cd433492,76.1715822309,Distance_Matrix-UTM18.csv
41.57692137-76.02810419---2010,86834d28-b2e1-532f-af08-515f46b3ccbe,149.523715457,Distance_Matrix-UTM18.csv
41.13112777-77.88897192---2010,dcf4144d-e017-5c6a-9b40-b239514c7178,35.8363524228,Distance_Matrix-UTM18.csv
41.9890754-77.01380716---2010,795a3a85-e467-5c5d-b449-6f415ba21ca9,138.616885485,Distance_Matrix-UTM18.csv
41.76908107-76.99828918---2010,5a468b81-b769-5ff7-a0f0-0af5ac31cc16,26.7439608596,Distance_Matrix-UTM18.csv
41.24414101-77.97771386---2010,5467998f-1628-5f7e-a3ec-cddb836fd6b5,32.5029607395,Distance_Matrix-UTM18.csv
41.09115259-77.96899075---2008,05ee37b0-3e11-53ec-a522-ae8ba09b3d4f,40.9850685113,Distance_Matrix-UTM18.csv
41.78930405-77.01900564---2010,58144798-2a82-5261-aa21-ea24c00d91dc,80.6504576943,Distance_Matrix-UTM18.csv
41.73482509-77.16418868---2010,ee305593-9e63-569b-9f94-a5506659ec14,105.745317933,Distance_Matrix-UTM18.csv
41.72314628-76.24609356---2010,7f6ef188-d732-58aa-8f93-339f10b0d6eb,23.75727819,Distance_Matrix-UTM18.csv
41.77080612-76.1029493---2010,0ebc4944-0bd9-5290-91e1-06cea9174d78,98.0227887017,Distance_Matrix-UTM18.csv
41.7979444-77.24428702---2010,29de1ea3-4f27-5923-865c-a32087965539,79.5909912267,Distance_Matrix-UTM18.csv
41.77235038-76.80353716---2010,b6664ef2-320e-5f59-9c79-98fe541f08bf,133.410473654,Distance_Matrix-UTM18.csv
41.59227343-77.09466106---2010,900ccfeb-449d-54c4-bd80-86cfef113425,96.7700337812,Distance_Matrix-UTM18.csv
41.33508868-77.16453874---2010,8377a3a4-e182-5f60-8a98-1a7fb73f04e8,24.8218565292,Distance_Matrix-UTM18.csv
41.74067587-77.1551089---2010,c1316b49-5645-5b98-b71b-61651d026d2b,211.352206358,Distance_Matrix-UTM18.csv
41.77683995-77.14533659---2010,277ad7c2-1890-5ce9-a924-d5425ce42d79,81.7327881428,Distance_Matrix-UTM18.csv
41.71101274-76.08377357---2008,822fa782-159f-5318-9202-8b35302dc66b,15.1040124021,Distance_Matrix-UTM18.csv
41.72848421-75.88519169---2008,73e7ebab-a6d0-569b-82cd-b8856f63718b,21.3350734489,Distance_Matrix-UTM18.csv
41.78228182-75.92562673---2010,1baa45d8-2319-5e9b-91b2-aaa55e10007f,28.0577550057,Distance_Matrix-UTM18.csv
41.84286981-76.95844906---2010,0e179665-3c7a-5d70-b16c-3bc5510ac948,88.686599184,Distance_Matrix-UTM18.csv
41.85038693-76.91885643---2010,76f89d92-798d-5a12-9caa-12b71b9da306,29.7894445952,Distance_Matrix-UTM18.csv
41.79169095-77.11833961---2008,8fbd8db5-10e7-588c-adca-8ef4baff1872,47.4592272353,Distance_Matrix-UTM18.csv
41.27089234-76.65960977---2010,e162b6da-2379-5ff5-80c0-99c03f72324c,6.805637666,Distance_Matrix-UTM18.csv
41.95538079-76.86122201---2005,75633cf0-230d-56b2-8bff-057494853fc0,36.7072909077,Distance_Matrix-UTM18.csv
41.25341173-76.4995596---2010,00eda2ee-fe50-5910-9cbe-8d1c645559f1,409.966552243,Distance_Matrix-UTM18.csv
41.33309819-77.29104603---2010,58b7effb-8c7a-5b08-b553-568c9001ab71,38.7130513833,Distance_Matrix-UTM18.csv
41.36938555-77.55904077---2010,45d760c4-1e1c-580c-8063-2fe03a246be9,35.1744970134,Distance_Matrix-UTM18.csv
41.35325586-76.57208275---2010,0a6d8d4b-4c7c-58c4-b3e8-e136533ee723,91.4903675597,Distance_Matrix-UTM18.csv
41.70454434-77.53218957---2010,b766298a-3e2f-5114-af96-119e110be360,98.8199856206,Distance_Matrix-UTM18.csv
41.79503404-76.02857019---2008,00fcdc29-793f-562b-bda2-a62fa9487853,77.5988319738,Distance_Matrix-UTM18.csv
41.6240553-76.82561704---2008,3df1c43a-09aa-5dca-acdb-3f1891413109,41.1001137419,Distance_Matrix-UTM18.csv
41.76505537-76.69477604---2010,e945163c-34a0-5b40-be36-b9cc65f4e37a,336.811226502,Distance_Matrix-UTM18.csv
41.87152842-77.9169818---2008,28f88e7a-6fd0-5017-b5d7-3c38c956f742,55.484022318,Distance_Matrix-UTM18.csv
41.3077516-76.66889109---2010,8ab1487e-52a0-5de8-9e29-8edaac76283d,53.3335145123,Distance_Matrix-UTM18.csv
41.69929322-77.54745456---2010,0bc3885b-17af-5063-a689-47155a02674f,87.8681916095,Distance_Matrix-UTM18.csv
41.72493196-76.78195564---2010,a7daf693-0a44-5d55-b574-6c95eef7d05c,67.2617238283,Distance_Matrix-UTM18.csv
41.37674544-77.13511212---2008,b0f18714-98c1-5d05-9cc0-2e22946bd498,205.088448414,Distance_Matrix-UTM18.csv
41.77122126-77.15446916---2010,ef967a9f-51fe-515b-aafc-051640c5b16a,122.824164865,Distance_Matrix-UTM18.csv
41.67649614-77.3462439---2010,db3dfa30-4215-504f-b8df-0c36a3fb1a28,26.4919472987,Distance_Matrix-UTM18.csv
41.82507163-76.98425921---2010,3bd729db-68f7-5641-a536-f9b19d2dcb78,133.990937596,Distance_Matrix-UTM18.csv
41.85042579-76.91775905---2010,76f89d92-798d-5a12-9caa-12b71b9da306,78.726827821,Distance_Matrix-UTM18.csv
41.70347213-75.91999858---2008,220fbe88-2551-57c7-b9f6-908b3e149cca,5.7886683655,Distance_Matrix-UTM18.csv
41.07462707-77.80078405---2008,c6c725d0-9c99-5a30-86af-627ec833a21b,29.5883003701,Distance_Matrix-UTM18.csv
41.69383868-77.36083929---2010,4ed45832-cc31-5d44-abf9-96f96de0d409,73.6220699485,Distance_Matrix-UTM18.csv
41.7656174-76.10378413---2010,6d9bdfd1-d043-54e0-bdc9-39bbce3d2fdd,47.2167757665,Distance_Matrix-UTM18.csv
41.28050693-76.63923069---2010,3ea63c7f-1e64-5fee-9dbe-7cba24524817,682.118738726,Distance_Matrix-UTM18.csv
41.56037772-77.06983865---2010,b955eafa-389c-5241-bcaa-18da3ce9a634,104.793519031,Distance_Matrix-UTM18.csv
41.70065393-75.89015672---2010,fdb95928-2aca-542d-8631-c7d8cd433492,34.2436044114,Distance_Matrix-UTM18.csv
41.27199045-76.63786027---2010,0886edd1-bf8f-5edd-ad0d-cad57a359db0,104.029550693,Distance_Matrix-UTM18.csv
41.68056844-77.5804269---2010,85547453-a86e-57a5-8b14-ccac8b61365b,95.0272491069,Distance_Matrix-UTM18.csv
41.71838472-76.85416378---2010,f8a0c29e-1fae-53f6-914b-22d165ed682c,119.365032401,Distance_Matrix-UTM18.csv
41.69539104-76.84205516---2010,bbc07f37-7fea-5e9c-9cc2-eecf4a71e45f,101.658449821,Distance_Matrix-UTM18.csv
41.7170809-76.85443084---2010,f8a0c29e-1fae-53f6-914b-22d165ed682c,161.006959018,Distance_Matrix-UTM18.csv
41.81572259-76.89572884---2010,4ca55d51-9fb1-50c5-9e01-6ccc356d7953,112.726876804,Distance_Matrix-UTM18.csv
41.73652288-75.86245717---2008,4bf868df-74ed-54bb-b8d1-d663db5392b4,36.7576909602,Distance_Matrix-UTM18.csv
41.7512051-76.83856235---2010,c9a90372-2b15-5acd-a180-e76812ec6ea1,119.313688974,Distance_Matrix-UTM18.csv
41.74472827-75.87941249---2008,2f660ae9-3afa-5091-b634-56c6d701626b,29.3718301232,Distance_Matrix-UTM18.csv
41.7866688-76.23106707---2010,6ec9d418-5294-5353-9a44-c58425ad1592,25.4984097456,Distance_Matrix-UTM18.csv
41.61872293-76.93619365---2008,e270084e-b3e9-53e6-85c2-0000a18a1d5a,53.4850314855,Distance_Matrix-UTM18.csv
41.86038034-76.84822657---2010,511a530f-12c3-5f9e-968c-6b0285282d0b,180.133126584,Distance_Matrix-UTM18.csv
41.87657072-76.93468897---2010,dd8070b2-3beb-5b9b-8f10-2b4437649d5e,103.592912307,Distance_Matrix-UTM18.csv
41.23686784-76.36615056---2010,b21e43a5-42c0-55c0-8e70-9ea1421580d3,18.1563603983,Distance_Matrix-UTM18.csv
41.91862854-76.92350541---2010,3f1e3488-6c2c-5a63-a569-acc23f0b6a6f,32.5122677521,Distance_Matrix-UTM18.csv
41.32979014-77.16721006---2008,4c7f0588-2304-5e8e-aa68-98dce216b011,30.8635071019,Distance_Matrix-UTM18.csv
41.28088127-76.63105403---2010,3ea63c7f-1e64-5fee-9dbe-7cba24524817,39.558946277,Distance_Matrix-UTM18.csv
